id,brand,model,date,year,display_size_inches,display_size_inches_scale,internal_memory_in_gb,internal_memory_in_gb_scale,primary_camera_mega_pixel,primary_camera_mega_pixel_scale,primary_camera,loud_speaker,gps,colors,approx_price_eur,approx_price_eur_scale,announced,battery_mah,battery_mah_scale,ram_in_gb,ram_in_gb_scale
Motorola A1600,Motorola,A1600,2008-08-01,2008.0,2.4,0.32310723317837364,0.0262645914396887,-0.15142731267203224,15.0,1.5931305803994904,3.15 MP| autofocus,Yes,Yes with A-GPS,Black,120.0,-0.11873632922556195,2008  June. Released 2008  August,930.0,-0.2611611877690635,,
Motorola A1890,Motorola,A1890,2009-12-01,2009.0,2.4,-0.12018456753419877,0.169260700389105,-0.2254264783625169,15.0,1.3134638831144905,3.15 MP| autofocus,Yes,Yes with A-GPS,Black,140.0,0.042377030996829775,2008  September. Released 2009  Q4,1000.0,-0.23502588038024386,,
Motorola A1800,Motorola,A1800,2009-05-01,2009.0,2.4,-0.12018456753419877,,,15.0,1.3134638831144905,3.15 MP| autofocus,Yes,Yes with A-GPS,Black,120.0,-0.027927865211651158,2008  June. Released 2009  May,1000.0,-0.23502588038024386,,
Motorola A810,Motorola,A810,2008-08-01,2008.0,2.2,-0.03749582784174073,,,2.0,-0.7605726093554845,2 MP,Yes,No,Excellent Black and White Shang-chi,60.0,-0.24477572223901262,2008  June. Released 2008  August,910.0,-0.33573992778618966,,
Motorola W388,Motorola,W388,2008-07-01,2008.0,1.8,-0.7587019498819707,0.0048638132295719,-0.15544923733894297,,,VGA,Yes,No,Black,30.0,-0.30779541874573796,2008  July. Released 2008  July,940.0,-0.2238718177605004,,
Motorola Z9,Motorola,Z9,2008-04-01,2008.0,2.4,0.32310723317837364,,,2.0,-0.7605726093554845,2 MP,Yes,Yes,Burgundy Red,90.0,-0.18175602573228727,2008  April. Released 2008  April,920.0,-0.2984505577776266,,
Motorola Z6w,Motorola,Z6w,2008-05-01,2008.0,2.0,-0.3980988888618559,0.0622568093385214,-0.1446631666413188,2.0,-0.7605726093554845,2 MP| LED flash,Yes,No,Black,80.0,-0.20276259123452905,2008  February. Released 2008  May,950.0,-0.18658244775193733,,
Motorola Z6c,Motorola,Z6c,2007-12-01,2007.0,2.0,-0.29621081747270256,0.0389105058365758,-0.19878135810596095,2.0,-0.46841552161333183,2 MP,Yes,No,Black,120.0,-0.11358228415243857,2007  December,930.0,-0.09818314901908734,,
Motorola W181,Motorola,W181,2008-03-01,2008.0,1.6,-1.1193050109020855,,,,,,No,No,,30.0,-0.30779541874573796,2008  February. Released 2008  March,850.0,-0.5594761478375682,,
Motorola W230,Motorola,W230,2008-01-01,2008.0,1.6,-1.1193050109020855,,,,,,Yes,No,lustrous silver| dark titanium gray,30.0,-0.30779541874573796,2008  January,940.0,-0.2238718177605004,,
Motorola RIZR Z10,Motorola,RIZR Z10,2008-05-01,2008.0,2.2,-0.03749582784174073,0.0680933852140077,-0.14356627809579775,15.0,1.5931305803994904,3.15 MP| autofocus| LED flash,Yes,No,Black| Chrome,150.0,-0.055716632718836596,2007  September. Released 2008  May,1130.0,0.48462621240219816,0.0622568093385214,-0.5758971339177255
Motorola ROKR E8,Motorola,ROKR E8,2008-04-01,2008.0,2.0,-0.3980988888618559,2.0,0.21950383047168567,2.0,-0.7605726093554845,2 MP,Yes,No,Dark Navy| Platinum,70.0,-0.22376915673677084,2007  September. Released 2008  April,970.0,-0.11200370773481118,,
Motorola W377,Motorola,W377,2007-10-01,2007.0,1.8,-0.7080714835859504,0.0097276264591439,-0.21908758603246195,,,VGA,Yes,No,Cannon Gray| Lustrous Silver| Mandarin Orange,70.0,-0.5481052573334754,2007  October,,,,
Motorola W213,Motorola,W213,2007-10-01,2007.0,1.55,-1.2228973162275103,0.0009727626459143,-0.22517945441041226,,,,No,No,Black,70.0,-0.5481052573334754,2007  October,,,,
Motorola W180,Motorola,W180,2008-01-01,2008.0,1.7,-0.9390034803920283,6.623870157004648e-05,-0.15635086265116602,,,,Yes,No,Black,30.0,-0.30779541874573796,2007  October. Released 2008  January,,,,
Motorola W160,Motorola,W160,2007-10-01,2007.0,,,1.8925343305727565e-05,-0.22584315991462467,,,,Yes,No,Black,20.0,-0.9826282305145121,2007  October,,,,
Motorola U9,Motorola,U9,2008-02-01,2008.0,2.0,-0.3980988888618559,0.0243190661478599,-0.15179294218720596,2.0,-0.7605726093554845,2 MP,No,No,Pink| Purple,70.0,-0.22376915673677084,2007  October. Released 2008  February,,,,
Motorola V1100,Motorola,V1100,2007-03-01,2007.0,,,0.0622568093385214,-0.1825363757647601,3.0,-0.23957949843984636,1.3 MP,Yes,No,Black,80.0,-0.461200662697268,2007  March,1130.0,0.6922612202629459,,
Motorola PEBL U3,Motorola,PEBL U3,2008-12-01,2008.0,1.9,-0.5784004193719136,0.0097276264591439,-0.15453516355100871,,,VGA,No,No,,60.0,-0.24477572223901262,2007  September. Released 2008  December,900.0,-0.37302929779475275,,
Motorola RAZR2 V9,Motorola,RAZR2 V9,2007-05-01,2007.0,2.2,0.11564984864054574,0.0437743190661478,-0.1953969867848774,2.0,-0.46841552161333183,2 MP,Yes,No,,100.0,-0.28739147342485327,2007  May,950.0,-0.019138712090884018,,
Motorola RAZR2 V8,Motorola,RAZR2 V8,2007-05-01,2007.0,2.2,0.11564984864054574,2.0,1.1657971585549056,2.0,-0.46841552161333183,2 MP,Yes,No,Dark Pearl Gray,120.0,-0.11358228415243857,2007  May,770.0,-0.730538644444714,,
Motorola ROKR W5,Motorola,ROKR W5,2007-09-01,2007.0,1.9,-0.5021411505293267,0.0194552529182879,-0.2123188433902949,3.0,-0.23957949843984636,1.3 MP,Yes,No,Dark Pearl Gray,100.0,-0.28739147342485327,2007  September,880.0,-0.29579424133959564,,
Motorola W490,Motorola,W490,2007-10-01,2007.0,1.9,-0.5021411505293267,0.0048638132295719,-0.2224719573535454,3.0,-0.23957949843984636,1.3 MP,Yes,No,Black| Purple| Green,50.0,-0.7219144466058901,2007  September. Released 2007  October,,,,
Motorola W360,Motorola,W360,2007-03-01,2007.0,1.6,-1.1199321496991983,0.0048638132295719,-0.2224719573535454,,,VGA,Yes,No,,60.0,-0.6350098519696827,2007  March,850.0,-0.41436089673190063,,
Motorola W218,Motorola,W218,2007-03-01,2007.0,1.6,-1.1199321496991983,0.0004731335826431,-0.22552710967452352,,,VGA,Yes,No,,30.0,-0.8957236358783047,2007  March,850.0,-0.41436089673190063,,
Motorola RIZR Z8,Motorola,RIZR Z8,2007-02-01,2007.0,2.2,0.11564984864054574,0.0749027237354085,-0.17373701032994304,2.0,-0.46841552161333183,2 MP| LED flash,Yes,No,Black,110.0,-0.2004868787886459,2007  February,1030.0,0.2970390356219293,,
Motorola KRZR K3,Motorola,KRZR K3,2007-02-01,2007.0,2.0,-0.29621081747270256,0.0486381322957198,-0.19201261546379395,2.0,-0.46841552161333183,2 MP,Yes,No,Dark Pearl Gray| Stone Gray,80.0,-0.461200662697268,2007  February,910.0,-0.17722758594729066,,
Motorola SLVR L9,Motorola,SLVR L9,2007-02-01,2007.0,1.9,-0.5021411505293267,0.0194552529182879,-0.2123188433902949,2.0,-0.46841552161333183,2 MP,Yes,No,,70.0,-0.5481052573334754,2007  February,880.0,-0.29579424133959564,,
Motorola Q 9h,Motorola,Q 9h,2007-02-01,2007.0,2.4,0.5275105147537931,0.2490272373540856,-0.05257651703515376,2.0,-0.46841552161333183,2 MP| LED flash,Yes with stereo speakers,Yes (Q 9h global only),Silver| Black,70.0,-0.5481052573334754,2007  February,1170.0,0.8503500941193526,0.0933852140077821,0.2380825968507001
Motorola Q8,Motorola,Q8,2005-07-01,2005.0,2.4,0.39898957281982095,0.0389105058365758,-0.14292175903590462,3.0,-0.07043243268109821,1.3 MP| LED flash,Yes with stereo speakers,No,Silver| Black,150.0,-0.08140041175688434,2005  July,1170.0,0.8305835333092774,,
Motorola W510,Motorola,W510,2007-02-01,2007.0,1.9,-0.5021411505293267,0.0194552529182879,-0.2123188433902949,3.0,-0.23957949843984636,1.3 MP,Yes,No,Dark Pearl Gray,50.0,-0.7219144466058901,2007  February,880.0,-0.29579424133959564,,
Motorola W215,Motorola,W215,2008-01-01,2008.0,,,0.0009727626459143,-0.15618049636929038,,,VGA,Yes,No,,40.0,-0.2867888532434962,2007  February. Released 2008  January,850.0,-0.5594761478375682,,
Motorola W205,Motorola,W205,2007-02-01,2007.0,,,0.0009727626459143,-0.22517945441041226,,,,Yes,No,,30.0,-0.8957236358783047,2007  February,850.0,-0.41436089673190063,,
Motorola ROKR Z6,Motorola,ROKR Z6,2007-01-01,2007.0,2.1,-0.09028048441607842,0.0622568093385214,-0.1825363757647601,2.0,-0.46841552161333183,2 MP| LED flash,Yes,No,Black,90.0,-0.37429606806106064,2007  January,720.0,-0.9281497367652223,,
Motorola ROKR E6,Motorola,ROKR E6,2006-12-01,2006.0,2.4,0.9618098648553003,0.0077821011673151,-0.17587372323982872,2.0,-0.45328871177419394,2 MP,Yes,No,Black,140.0,-0.14373737112963889,2006  December,1000.0,0.35228528237832657,,
Motorola SLVR L7e,Motorola,SLVR L7e,2006-10-01,2006.0,1.9,-0.4902239554535145,0.0194552529182879,-0.15361237394986849,3.0,-0.13598661353225813,1.3 MP,Yes,No,Blue,100.0,-0.3135059197079525,2006  October,880.0,-0.17928181697273257,,
Motorola RAZR maxx V6,Motorola,RAZR maxx V6,2006-07-01,2006.0,2.2,0.3809963367317752,0.0486381322957198,-0.09795900072496805,2.0,-0.45328871177419394,2 MP| LED flash,Yes,No,Black,140.0,-0.14373737112963889,2006  July,940.0,0.086501732702797,,
Motorola RAZR V3xx,Motorola,RAZR V3xx,2006-07-01,2006.0,2.2,0.3809963367317752,0.0486381322957198,-0.09795900072496805,3.0,-0.13598661353225813,1.3 MP,Yes,No,Black,160.0,-0.05885309684048209,2006  July,940.0,0.086501732702797,,
Motorola RIZR Z3,Motorola,RIZR Z3,2006-07-01,2006.0,1.9,-0.4902239554535145,0.0155642023346303,-0.16103282371318858,2.0,-0.45328871177419394,2 MP| LED flash,Yes,No,Red| Blue| Black,100.0,-0.3135059197079525,2006  July,720.0,-0.8880379494408114,,
Motorola KRZR K1,Motorola,KRZR K1,2006-07-01,2006.0,1.9,-0.4902239554535145,0.0194552529182879,-0.15361237394986849,2.0,-0.45328871177419394,2 MP,Yes,No,Cosmic Blue| Silver Sail,110.0,-0.2710637825633741,2006  July,700.0,-0.9766324659993213,,
Motorola W375,Motorola,W375,2006-06-01,2006.0,1.8,-0.7806307195152771,0.0048638132295719,-0.1814390605623188,,,VGA,Yes,No,Cannon Gray| Lustrous Silver| Mandarin Orange.,70.0,-0.4408323311416877,2006  June,850.0,-0.31217359181049736,,
Motorola W208,Motorola,W208,2006-06-01,2006.0,1.6,-1.361444247638803,,,,,,Yes,No,Red| Silver,40.0,-0.5681587425754229,2006  June,850.0,-0.31217359181049736,,
Motorola MOTOFONE F3,Motorola,MOTOFONE F3,2006-06-01,2006.0,2.2,0.3809963367317752,,,,,,No,No,Black| Blue| Red,40.0,-0.5681587425754229,2006  June,800.0,-0.533659883206772,,
Motorola W220,Motorola,W220,2006-02-01,2006.0,1.6,-1.361444247638803,0.0004731335826431,-0.18981233072326362,,,,No,No,,50.0,-0.5257166054308445,2006  February,880.0,-0.17928181697273257,,
Motorola V195,Motorola,V195,2006-02-01,2006.0,,,0.0048638132295719,-0.1814390605623188,,,,Yes,No,,60.0,-0.48327446828626613,2006  February,1000.0,0.35228528237832657,,
Motorola V191,Motorola,V191,2006-02-01,2006.0,,,0.0097276264591439,-0.17216349835816866,,,,Yes,No,Silver| Blue,60.0,-0.48327446828626613,2006  February,,,,
Motorola ROKR E2,Motorola,ROKR E2,2006-01-01,2006.0,2.0,-0.19981719139175125,0.0097276264591439,-0.17216349835816866,3.0,-0.13598661353225813,1.3 MP| LED flash,Yes,No,Silver| Black,130.0,-0.18617950827421728,2006  January,850.0,-0.31217359181049736,,
Motorola RAZR V3i,Motorola,RAZR V3i,2005-11-01,2005.0,2.2,0.020637391697577494,0.0097276264591439,-0.5567942964496327,23.0,5.9163243452122485,1.23 MP,Yes,No,Silver Quartz,100.0,-0.5698028822981899,2005  November,710.0,-0.9504506332632341,,
Motorola ROKR E1,Motorola,ROKR E1,2005-09-01,2005.0,1.9,-0.5468908799857889,0.0107003891050583,-0.5429985452025085,,,VGA,Yes with stereo speakers (22 Khz with vibration),No,Pearl Star White,100.0,-0.5698028822981899,2005  September,830.0,-0.4858330245921441,,
Motorola A910,Motorola,A910,2005-07-01,2005.0,,,0.0097276264591439,-0.5567942964496327,3.0,-0.07043243268109821,1.3 MP| LED flash,Yes,No,,,,2005  July,1000.0,0.17237525435856663,,
Motorola A1200,Motorola,A1200,2005-12-01,2005.0,2.4,0.39898957281982095,,,2.0,-0.36977027157576553,2 MP,Yes,No,Black| Red| Silver,160.0,0.01628008235137676,2005  December,850.0,-0.4083967564802958,,
Motorola A728,Motorola,A728,2005-07-01,2005.0,,,0.0077821011673151,-0.5843857989438814,,,CIF,No,No,Mr. black,,,2005  July,,,,
Motorola A732,Motorola,A732,2005-07-01,2005.0,1.8,-0.7360669705469106,,,,,VGA,Yes,No,Silver| Black,,,2005  July,,,,
Motorola E895,Motorola,E895,2005-06-01,2005.0,2.2,0.020637391697577494,0.0097276264591439,-0.5567942964496327,3.0,-0.07043243268109821,1.3 MP| LED flash,Yes,No,,,,2005  June,1000.0,0.17237525435856663,,
Motorola E680i,Motorola,E680i,2005-03-01,2005.0,2.5,0.5881656633809431,0.0486381322957198,-0.004964246564661378,,,VGA,Yes with stereo speakers,No,,,,2005  March,,,,
MWg Zinc II,MWg,Zinc II,2008-05-01,2008.0,2.8,1.0443133552186032,0.2490272373540856,-0.10956273318464368,2.0,-0.7605726093554845,2 MP,Yes,Yes SiRF Star III chipset,Black,,,2008  May,1530.0,1.9762010127447214,0.0622568093385214,-0.5758971339177255
MWg Atom Life,MWg,Atom Life,2007-01-01,2007.0,2.7,1.1453015139236655,1.0,0.46997041494013836,2.0,-0.46841552161333183,2 MP| LED flash,Yes,No,Black,,,2007  January,1530.0,2.2731499588270125,0.0622568093385214,-0.7286770388460823
MWg UBiQUiO 503g,MWg,UBiQUiO 503g,2007-07-01,2007.0,2.4,0.5275105147537931,0.1867704280155642,-0.09589646994502254,2.0,-0.46841552161333183,2 MP| autofocus,Yes,No,Black| Gray,,,2007  April. Released 2007  July,1500.0,2.1545833034347073,0.0933852140077821,0.2380825968507001
MWg Atom V,MWg,Atom V,2008-03-01,2008.0,2.8,1.0443133552186032,0.2490272373540856,-0.10956273318464368,2.0,-0.7605726093554845,2 MP| LED flash,Yes with stereo speakers,Yes SiRF Star III chipset,Black,,,2008  March,1300.0,1.1185455025477706,0.0622568093385214,-0.5758971339177255
MWg UBiQUiO 501,MWg,UBiQUiO 501,2008-03-01,2008.0,2.5,0.5034087636884312,0.1245136186770428,-0.13296302215576045,2.0,-0.7605726093554845,2 MP,Yes,No,Black,,,2008  March,1250.0,0.9320986525049552,0.0622568093385214,-0.5758971339177255
NEC Terrain,NEC,Terrain,2013-06-01,2013.0,3.1,-0.9109650833774219,8.0,-0.1329330241618104,5.0,-0.6074270102082007,5 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black,330.0,0.3058792787637525,2013  June,1900.0,-0.1419005647716149,1.0,0.02340056946440414
NEC 804N,NEC,804N,2006-04-01,2006.0,2.2,0.3809963367317752,0.4377431906614786,0.6440859756070377,2.0,-0.45328871177419394,2 MP,Yes,No,Plumeria White| Coral Pink| Lapis Blue,,,2006  April,720.0,-0.8880379494408114,,
NEC e373,NEC,e373,2006-05-01,2006.0,1.9,-0.4902239554535145,0.0311284046692607,-0.13135102465990822,,,VGA,Yes,No,Black,,,2006  May,1000.0,0.35228528237832657,,
NEC e636,NEC,e636,2006-02-01,2006.0,2.2,0.3809963367317752,0.0311284046692607,-0.13135102465990822,2.0,-0.45328871177419394,2 MP,No,No,Black,,,2006  February,900.0,-0.09068730041422271,,
NEC N500i,NEC,N500i,2006-02-01,2006.0,1.9,-0.4902239554535145,0.0525291828793774,-0.09053855096164798,3.0,-0.13598661353225813,1.3 MP| LED flash,No,No,Black,,,2006  February,850.0,-0.31217359181049736,,
NEC N500iS,NEC,N500iS,2006-02-01,2006.0,,,0.0525291828793774,-0.09053855096164798,3.0,-0.13598661353225813,1.3 MP,No,No,Black,,,2006  February,820.0,-0.44506536664826213,,
NEC N908,NEC,N908,2006-07-01,2006.0,2.2,0.3809963367317752,0.0301556420233463,-0.13320613710073825,3.0,-0.13598661353225813,1.3 MP,No,No,Silver | Black,,,2006  July,,,,
NEC N410i,NEC,N410i,2004-03-01,2004.0,2.2,0.933386404552404,0.0311284046692607,0.6890535840811333,3.0,0.8164965809277259,1.3 MP| LED flash,No,No,,,,2004  March,950.0,1.0067240204610766,,
NEC N400i,NEC,N400i,2004-03-01,2004.0,2.2,0.933386404552404,0.0038910505836575,-1.025924225187463,,,VGA| LED flash,No,No,,,,2004  March,950.0,1.0067240204610766,,
NEC N331i,NEC,N331i,2004-03-01,2004.0,,,,,,,CIF,No,No,,,,2004  March,700.0,-0.6388825514464519,,
Neonode N2,Neonode,N2,2007-02-01,2007.0,2.0,-0.29621081747270256,,,2.0,-0.46841552161333183,2 MP,Yes,No,Black,410.0,2.406650960297575,2007  February,,,,
NIU Andy C5.5E2I,NIU,Andy C5.5E2I,2016-03-01,2016.0,5.5,0.20060915423739348,4.0,-0.698966694447992,8.0,-0.5836510874783918,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Blue| Gun Metal,,,2015  December,3000.0,0.10278909066075198,0.4980544747081712,-0.44617116470241375
NIU Andy 3.5E2I,NIU,Andy 3.5E2I,2015-03-01,2015.0,3.5,-1.213451498778306,4.0,-0.5666042746767089,5.0,-0.9202902712774985,5 MP| LED flash,Yes,Yes with A-GPS,Black| White| Blue| Green| Orange,,,2015  February,1300.0,-1.26532842556591,0.4980544747081712,-0.9876625557641271
NIU Andy 4E2I,NIU,Andy 4E2I,2015-03-01,2015.0,4.0,-0.8206955104597612,4.0,-0.5666042746767089,5.0,-0.9202902712774985,5 MP| LED flash,Yes,Yes with A-GPS,Black| White| Red| Blue| Yellow,,,2015  January,1400.0,-1.1589076905178233,0.4980544747081712,-0.9876625557641271
NIU Andy 5EI,NIU,Andy 5EI,2014-07-01,2014.0,5.0,0.04131104829218819,4.0,-0.5190876908062221,5.0,-0.7502203675918675,5 MP| LED flash,Yes,Yes with A-GPS,Black| White| Red| Blue| Green,,,2014  May,1550.0,-0.6235101652153892,0.4980544747081712,-0.6842955717047648
NIU Andy 5T,NIU,Andy 5T,2014-08-01,2014.0,5.0,0.04131104829218819,4.0,-0.5190876908062221,13.0,1.2186622452958227,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,White| Black| Blue| Red,,,2014  July,1800.0,-0.41893905897777756,1.0,-0.21347151189090316
NIU C21A,NIU,C21A,2013-04-01,2013.0,1.8,-1.8039436051907185,0.0311284046692607,-0.6465054336705321,,,VGA,Yes,No,Black| White| Blue| Green| Purple| Red| Fuchsia,,,2013  March,600.0,-1.387904943651716,0.0311284046692607,-1.0934706228116342
NIU F10,NIU,F10,2013-04-01,2013.0,2.2,-1.5291809830943195,0.0622568093385214,-0.6444992914458888,3.0,-1.054251591015804,1.3 MP,Yes,No,Black| Blue| Red| White,,,2012  November,600.0,-1.387904943651716,0.0311284046692607,-1.0934706228116342
NIU Z10,NIU,Z10,2014-01-01,2014.0,2.0,-2.0258569724295774,0.0311284046692607,-0.8022017468072444,,,VGA,Yes,No,Black| White| Blue,,,2013  November,1000.0,-1.0735665989381347,0.0311284046692607,-1.1222714412990549
NIU Tek 5D,NIU,Tek 5D,2015-02-01,2015.0,5.0,-0.035183533822671566,4.0,-0.5666042746767089,5.0,-0.9202902712774985,5 MP| LED flash,Yes,Yes with A-GPS,Black,,,2015  January,2000.0,-0.5203832802293027,0.4980544747081712,-0.9876625557641271
NIU Tek 4D2,NIU,Tek 4D2,2014-11-01,2014.0,4.0,-0.647744958615067,4.0,-0.5190876908062221,15.0,1.710882898517745,3.15 MP| LED flash,Yes,Yes with A-GPS,Black| Gray| White| Blue| Orange,,,2014  August,1200.0,-0.9099097139480454,0.4980544747081712,-0.6842955717047648
NIU Niutek 3.5D2,NIU,Niutek 3.5D2,2014-10-01,2014.0,3.5,-0.9922729620686945,2.0,-0.6617549700067373,2.0,-1.4885513474247511,2 MP| LED flash,Yes,Yes with A-GPS,Black| White| Blue| Green| Red,,,2014  August,1200.0,-0.9099097139480454,0.2490272373540856,-0.9178827021550527
NIU GO 21,NIU,GO 21,2014-06-01,2014.0,1.8,-2.1636681738110286,0.0311284046692607,-0.8022017468072444,,,VGA,Yes,No,Black| Orange| Gray| Red| Green| Blue,,,2014  May,650.0,-1.359966147670791,0.0311284046692607,-1.1222714412990549
NIU Niutek 4.5D,NIU,Niutek 4.5D,2014-01-01,2014.0,4.5,-0.30321695516143937,0.4980544747081712,-0.7688942108071242,5.0,-0.7502203675918675,5 MP| LED flash,Yes,Yes with A-GPS,Black,,,2013  December,1650.0,-0.5416817227203445,0.2490272373540856,-0.9178827021550527
NIU Niutek 4.0D,NIU,Niutek 4.0D,2014-01-01,2014.0,4.0,-0.647744958615067,0.4980544747081712,-0.7688942108071242,15.0,1.710882898517745,3.15 MP| LED flash,Yes,Yes with A-GPS,Black| Blue| Green| White| Yellow,,,2013  December,1500.0,-0.6644243864629115,0.2490272373540856,-0.9178827021550527
NIU Niutek 3.5D,NIU,Niutek 3.5D,2014-01-01,2014.0,3.5,-0.9922729620686945,0.4980544747081712,-0.7688942108071242,2.0,-1.4885513474247511,2 MP| LED flash,Yes,Yes with A-GPS,Black| Blue| Green| White| Yellow,,,2013  December,1400.0,-0.7462528289579562,0.2490272373540856,-0.9178827021550527
NIU GO 20,NIU,GO 20,2013-11-01,2013.0,1.8,-1.8039436051907185,0.0311284046692607,-0.6465054336705321,,,VGA,Yes,No,Black| White| Silver| Purple| Blue| Red,,,2013  November,500.0,-1.4837514343348006,0.0311284046692607,-1.0934706228116342
NIU Niutek 3.5B,NIU,Niutek 3.5B,2013-07-01,2013.0,3.5,-0.636202461281023,0.4980544747081712,-0.6164133003008805,15.0,1.626695893829815,3.15 MP,Yes,A-GPS only,Black| White,,,2013  March,1300.0,-0.716979508870123,0.2490272373540856,-0.8422867402114006
NIU LIV 10,NIU,LIV 10,2013-05-01,2013.0,1.8,-1.8039436051907185,0.0311284046692607,-0.6465054336705321,,,VGA| LED flash,Yes,No,Black| White| Blue| red,,,2013  March,860.0,-1.1387040678756957,0.0155642023346303,-1.1114123287116509
NIU GO 50,NIU,GO 50,2013-06-01,2013.0,2.0,-1.6665622941425189,0.0311284046692607,-0.6465054336705321,,,VGA,Yes,No,Blue| Black| White| Red| Silver| Dark Grey,,,2013  March,800.0,-1.1962119622855465,0.0311284046692607,-1.0934706228116342
NIU Niutek 3G 3.5 N209,NIU,Niutek 3G 3.5 N209,2012-11-01,2012.0,3.5,-0.20374056730412674,0.2490272373540856,-0.5737253410157251,2.0,-1.1306983791207272,3.2 MP| LED flash,Yes,Yes,Black| White,100.0,-0.5840779815237394,2012  June,1200.0,-0.44718656767711057,0.4980544747081712,-0.5026198418464819
NIU Niutek 3G 4.0 N309,NIU,Niutek 3G 4.0 N309,2012-08-01,2012.0,4.0,0.09451942776051929,0.4980544747081712,-0.5574001691683239,5.0,-0.46756350124977747,5 MP| autofocus| LED flash,Yes,Yes,Black| White,150.0,-0.10592087747839836,2012  June,1650.0,-0.0706915474956162,0.4980544747081712,-0.5026198418464819
NIU Pana 3G TV N206,NIU,Pana 3G TV N206,2012-09-01,2012.0,2.0,-1.0985205524980648,0.1245136186770428,-0.5818879269394259,2.0,-1.1306983791207272,2 MP| LED flash,Yes,No,Blue| Red| Silver| White,,,2012  June,800.0,-0.7818488078384389,0.0311284046692607,-1.5264760270597388
NIU GO 80,NIU,GO 80,2012-09-01,2012.0,1.8,-1.2178245505239234,0.0622568093385214,-0.5859692199012763,3.0,-0.9096534198304107,1.3 MP,Yes,No,Black| White,,,2012  March,1200.0,-0.44718656767711057,,
NIU Domo N102,NIU,Domo N102,2012-01-01,2012.0,2.0,-1.0985205524980648,0.0622568093385214,-0.5859692199012763,,,VGA,Yes,No,Black| White,40.0,-1.1578665063781486,2012  January,1000.0,-0.6145176877577747,0.0311284046692607,-1.5264760270597388
NIU Bingo N103,NIU,Bingo N103,2012-01-01,2012.0,1.8,-1.2178245505239234,0.0311284046692607,-0.5880098663822014,,,,Yes,No,Blue| Purple| Red| Silver| White,,,2012  January,500.0,-1.032845487959435,0.0029182879377431,-1.5883340049163734
NIU Lotto N104,NIU,Lotto N104,2012-01-01,2012.0,2.0,-1.0985205524980648,0.0622568093385214,-0.5859692199012763,3.0,-0.9096534198304107,1.3 MP,Yes,No,Blue| Purple| Red| Silver| White,30.0,-1.2534979271872166,2012  January,750.0,-0.823681587858605,,
NIU Pana N105,NIU,Pana N105,2012-01-01,2012.0,2.2,-0.9792165544722062,0.0622568093385214,-0.5859692199012763,3.0,-0.9096534198304107,1.3 MP,Yes,No,Blue| Red| Silver| White,40.0,-1.1578665063781486,2012  January,850.0,-0.7400160278182729,,
NIU Pana TV N106,NIU,Pana TV N106,2012-01-01,2012.0,2.0,-1.0985205524980648,0.1245136186770428,-0.5818879269394259,3.0,-0.9096534198304107,1.3 MP,Yes,No,Blue| Red| Silver| White,,,2012  January,1000.0,-0.6145176877577747,0.0311284046692607,-1.5264760270597388
NIU NiutekQ N108,NIU,NiutekQ N108,2012-01-01,2012.0,2.3,-0.9195645554592773,0.2490272373540856,-0.5737253410157251,2.0,-1.1306983791207272,2 MP| LED flash,Yes,Yes with A-GPS,Black| White,70.0,-0.870972243950944,2012  January,1000.0,-0.6145176877577747,0.1245136186770428,-1.3217047900170875
NIU Niutek N109,NIU,Niutek N109,2012-01-01,2012.0,2.8,-0.6213045603946312,0.2490272373540856,-0.5737253410157251,2.0,-1.1306983791207272,2 MP| LED flash,Yes,Yes with A-GPS,Black| White,60.0,-0.9666036647600121,2012  January,1000.0,-0.6145176877577747,0.1245136186770428,-1.3217047900170875
Nokia 3,Nokia,3,2017-06-01,2017.0,5.0,-0.29260196694348206,16.0,-0.38122174496619715,8.0,-0.7697057923598988,8 MP| f/2.0| autofocus| LED flash| ,Yes,Yes with A-GPS,Silver White| Matte Black| Tempered Blue| Copper White,160.0,-0.20705620159265986,2017  February,2630.0,-0.4362073390224164,2.0,-0.20792498254548025
Nokia 5,Nokia,5,2017-07-01,2017.0,5.2,-0.1490736888441155,16.0,-0.38122174496619715,13.0,0.4396704159001475,13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS,Tempered Blue| Silver| Matte Black| Copper,200.0,-0.1906173309091127,2017  February,3000.0,-0.12454234978005985,2.0,-0.20792498254548025
Nokia 6,Nokia,6,2017-01-01,2017.0,5.5,0.06621872830493403,32.0,-0.11471195442318025,16.0,1.1652961408561753,16 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash| ,Yes with stereo speakers,Yes with A-GPS GLONASS,Arte Black| Matte Black| Tempered Blue| Silver| Copper,230.0,-0.17828817789645232,2017  January,3000.0,-0.12454234978005985,3.0,-0.04286003344121714
Nokia 3310 (2017),Nokia,3310 (2017),2017-05-01,2017.0,2.4,-2.158469582235246,0.0155642023346303,-0.6474722847402034,2.0,-2.2209572422719543,2 MP| LED flash,Yes,No,Warm Red (Glossy)| Dark Blue (Matte)| Yellow (Glossy)| Grey (Matte),50.0,-0.25226309597241453,2017  February,1200.0,-1.6407504055536863,,
