id,brand,model,date,year,display_size_inches,internal_memory_in_gb,primary_camera_mega_pixel,primary_camera,loud_speaker,gps,colors,approx_price_eur,announced,battery_mah,ram_in_gb
Nokia Lumia 520,Nokia,Lumia 520,2013-04-01,2013.0,4.0,8.0,5.0,5 MP| f/2.4| 28mm| autofocus| ,Yes,Yes with A-GPS GLONASS,Yellow| red| cyan| white/black,70.0,2013  February,1430.0,0.4980544747081712
Nokia 301,Nokia,301,2013-04-01,2013.0,2.4,0.2490272373540856,15.0,3.15 MP,Yes,No,Cyan| Black| Yellow| Magenta| White,70.0,2013  February,1110.0,0.0622568093385214
Nokia 105,Nokia,105,2013-05-01,2013.0,1.45,0.007782101167315175,,,Yes,No,Black| Cyan,20.0,2013  February,800.0,0.00036336659146996925
Nokia Asha 310,Nokia,Asha 310,2013-03-01,2013.0,3.0,0.019455252918287938,2.0,2 MP,Yes,No,Black| White| Golden Light,80.0,2013  February,1110.0,0.1245136186770428
Nokia Lumia 505,Nokia,Lumia 505,2013-01-01,2013.0,3.7,4.0,8.0,8 MP,Yes,Yes with A-GPS,Black| White| Red| Pink,140.0,2012  December,1300.0,0.2490272373540856
Nokia Lumia 620,Nokia,Lumia 620,2013-01-01,2013.0,3.8,8.0,5.0,5 MP| autofocus| LED flash| ,Yes,Yes with A-GPS GLONASS,Lime green| orange| magenta| yellow| cyan| white| black,120.0,2012  December,1300.0,0.4980544747081712
Nokia 114,Nokia,114,2012-12-01,2012.0,1.8,0.01556420233463035,,VGA,Yes,No,Black| Magenta| Cyan,30.0,2012  November,1020.0,
Nokia 206,Nokia,206,2012-12-01,2012.0,2.4,0.0622568093385214,3.0,1.3 MP,Yes,No,Cyan | Magenta| Yellow| Black| White,70.0,2012  November,1110.0,
Nokia Asha 205,Nokia,Asha 205,2012-12-01,2012.0,2.4,0.0622568093385214,,VGA,Yes,No,Cyan| Magenta| Orange| Pink| White,50.0,2012  November,1020.0,
Nokia 109,Nokia,109,2012-12-01,2012.0,1.8,0.0622568093385214,,,Yes,No,Black| Cyan,40.0,2012  November,800.0,0.01556420233463035
Nokia Lumia 822,Nokia,Lumia 822,2012-11-01,2012.0,4.3,16.0,8.0,8 MP| autofocus| Carl Zeiss Tessar lens| F2.2| dual-LED flash,Yes,Yes with A-GPS GLONASS,Black| Gray| White| Red,320.0,2012  October,1800.0,1.0
Nokia Lumia 510,Nokia,Lumia 510,2012-11-01,2012.0,4.0,4.0,5.0,5 MP| autofocus| ,Yes,Yes with A-GPS,White| Cyan| Black| Red| Yellow,110.0,2012  October,1300.0,0.2490272373540856
Nokia Lumia 810,Nokia,Lumia 810,2012-11-01,2012.0,4.3,8.0,8.0,8 MP| Carl Zeiss optics| autofocus| dual-LED flash,Yes,Yes with A-GPS,Black| Cyan,250.0,2012  October,1800.0,1.0
Nokia Asha 309,Nokia,Asha 309,2012-12-01,2012.0,3.0,0.019455252918287938,2.0,2 MP,Yes,No,Black| White,90.0,2012  September,1110.0,0.1245136186770428
Nokia Asha 308,Nokia,Asha 308,2012-10-01,2012.0,3.0,0.019455252918287938,2.0,2 MP,Yes,No,Black| Golden light,70.0,2012  September,1110.0,0.1245136186770428
Nokia Lumia 920,Nokia,Lumia 920,2012-11-01,2012.0,4.5,32.0,8.0,8 MP| f/2.0| 26mm| Carl Zeiss optics| OIS| autofocus| dual-LED flash| ,Yes,Yes with A-GPS GLONASS,Black| Gray| Red| Yellow| White,210.0,2012  September,2000.0,1.0
Nokia Lumia 820,Nokia,Lumia 820,2012-11-01,2012.0,4.3,8.0,8.0,8 MP| Carl Zeiss optics| autofocus| dual-LED flash| ,Yes,Yes with A-GPS GLONASS,Black| Gray| Red| Yellow| White| Blue| Violet,170.0,2012  September,1650.0,1.0
Nokia Asha 311,Nokia,Asha 311,2012-08-01,2012.0,3.0,0.13618677042801555,15.0,3.15 MP,Yes,No,Dark Grey| Rose Red| Blue| Brown| Sand White,80.0,2012  June,1110.0,0.2490272373540856
Nokia Asha 306,Nokia,Asha 306,2012-07-01,2012.0,3.0,0.009727626459143969,2.0,2 MP,Yes,No,Silver White| Red| Mid Blue| Dark Grey,70.0,2012  June,1110.0,0.0622568093385214
Nokia Asha 305,Nokia,Asha 305,2012-07-01,2012.0,3.0,0.009727626459143969,2.0,2 MP,Yes,No,Silver White| Red| Mid Blue| Dark Grey,70.0,2012  June,1110.0,0.0622568093385214
Nokia 113,Nokia,113,2012-09-01,2012.0,1.8,0.01556420233463035,,VGA,Yes,No,Black| Magenta| Lime Green| Cyan,70.0,2012  May,800.0,
Nokia 112,Nokia,112,2012-09-01,2012.0,1.8,0.01556420233463035,,VGA,Yes,No,Dark Grey| White| Red| Cyan,80.0,2012  May,1400.0,
Nokia 111,Nokia,111,2012-09-01,2012.0,1.8,0.009727626459143969,,VGA,Yes,No,Black| Magenta| Lime Green| Cyan,50.0,2012  May,800.0,
Nokia 110,Nokia,110,2012-06-01,2012.0,1.8,0.009727626459143969,,VGA,Yes,No,Black| Magenta| Lime Green| Cyan,40.0,2012  May,1020.0,
Nokia Lumia 610 NFC,Nokia,Lumia 610 NFC,2012-09-01,2012.0,3.7,8.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| white,110.0,2012  April,1300.0,0.2490272373540856
Nokia 103,Nokia,103,2012-12-01,2012.0,1.36,,,,Yes,No,Blue/Orange,10.0,2012  April,800.0,
Nokia 808 PureView,Nokia,808 PureView,2012-06-01,2012.0,4.0,16.0,41.0,41 MP (38 MP effective)| f/2.4| Carl Zeiss optics| autofocus| Xenon flash| ,Yes,Yes with A-GPS,Black| White| Red,280.0,2012  February,1400.0,1.0
Nokia 800c,Nokia,800c,2012-09-01,2012.0,3.7,16.0,8.0,8 MP| Carl Zeiss optics| autofocus| dual-LED flash,Yes,Yes with A-GPS,Black| Cyan,170.0,2012  March,1450.0,0.4980544747081712
Nokia Lumia 610,Nokia,Lumia 610,2012-04-01,2012.0,3.7,8.0,5.0,5 MP| autofocus| LED flash| ,Yes,Yes with A-GPS,White| Cyan| Magenta| Black,90.0,2012  February,1300.0,0.2490272373540856
Nokia Asha 302,Nokia,Asha 302,2012-03-01,2012.0,2.4,0.09727626459143969,15.0,3.15 MP| ,Yes,No,Dark Grey| Mid Blue| Plum Red| White| Golden Light,80.0,2012  February,1320.0,0.2490272373540856
Nokia Asha 203,Nokia,Asha 203,2012-05-01,2012.0,2.4,0.009727626459143969,2.0,2 MP,Yes,No, Dark Red| Dark Grey| Silver White,80.0,2012  February,1020.0,0.0311284046692607
Nokia Asha 202,Nokia,Asha 202,2012-06-01,2012.0,2.4,0.009727626459143969,2.0,2 MP,Yes,No,Dark Red| Black| Silver White| Dark Grey| Golden White,70.0,2012  February,1020.0,0.0311284046692607
Nokia Lumia 900,Nokia,Lumia 900,2012-05-01,2012.0,4.3,16.0,8.0,8 MP| Carl Zeiss optics| autofocus| dual-LED flash| ,Yes,Yes with A-GPS GLONASS,Black| cyan| white| magenta,160.0,2012  February,1830.0,0.4980544747081712
Nokia Lumia 900 AT&T,Nokia,Lumia 900 AT&T,2012-04-01,2012.0,4.3,16.0,8.0,8 MP| Carl Zeiss optics| autofocus| dual-LED flash,Yes,Yes with A-GPS,Matte black| cyan| pink,160.0,2012  January,1830.0,0.4980544747081712
Nokia 801T,Nokia,801T,2012-09-01,2012.0,4.0,8.0,8.0,8 MP| fixed focus| dual-LED flash,Yes,Yes with A-GPS,Black,220.0,2011  December,1300.0,1.0
Nokia X2-02,Nokia,X2-02,2012-01-01,2012.0,2.2,0.009727626459143969,2.0,2 MP,Yes,No,Bright Red| Dark Silver| Orange| Violet| Ocean Blue,60.0,2011  December,1020.0,0.0622568093385214
Nokia Lumia 800,Nokia,Lumia 800,2011-11-01,2011.0,3.7,16.0,8.0,8 MP| Carl Zeiss optics| autofocus| dual-LED flash| ,Yes,Yes with A-GPS,Black| Cyan| Magenta| White,140.0,2011  October,1450.0,0.4980544747081712
Nokia Lumia 710 T-Mobile,Nokia,Lumia 710 T-Mobile,2012-01-01,2012.0,3.7,8.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| white/black,130.0,2011  December,1300.0,0.4980544747081712
Nokia Lumia 710,Nokia,Lumia 710,2011-12-01,2011.0,3.7,8.0,5.0,5 MP| autofocus| LED flash| ,Yes,Yes with A-GPS,Black| White (front)/ black| white| cyan| fuchsia| yellow (back),100.0,2011  October,1300.0,0.4980544747081712
Nokia Asha 303,Nokia,Asha 303,2011-12-01,2011.0,2.6,0.16536964980544747,2.0,3.2 MP| fixed focus| ,Yes,No,Red| Graphite| Silver White| Aqua| Green| Purple,110.0,2011  October,1300.0,0.2490272373540856
Nokia Asha 300,Nokia,Asha 300,2011-11-01,2011.0,2.4,0.13618677042801555,5.0,5 MP| fixed focus| ,Yes,No,Graphite| Night Shade| Gold| White Silver| Pink| Red,70.0,2011  October,1110.0,0.2490272373540856
Nokia Asha 201,Nokia,Asha 201,2012-02-01,2012.0,2.4,0.009727626459143969,2.0,2 MP,Yes,No,Graphite| Green| Blue| Aqua| Pearl White| Light Pink| Pink| Orange,50.0,2011  October,1430.0,0.0622568093385214
Nokia Asha 200,Nokia,Asha 200,2011-12-01,2011.0,2.4,0.009727626459143969,2.0,2 MP,Yes,No,Graphite| Green| Blue| Aqua| Pearl White| Light Pink| Pink| Orange,50.0,2011  October,1430.0,0.0622568093385214
Nokia 603,Nokia,603,2011-10-01,2011.0,3.5,2.0,5.0,5 MP| fixed focus,Yes,Yes with A-GPS,Black| white (front panel)/ black| white| fuchsia| green| yellow| blue (back panel),100.0,2011  October,,1.0
Nokia C2-05,Nokia,C2-05,2011-12-01,2011.0,2.0,0.0622568093385214,,VGA,Yes,No,Dynamic Gray| Peacock Blue| Pink,60.0,2011  October,860.0,
Nokia X2-05,Nokia,X2-05,2011-12-01,2011.0,2.2,0.0622568093385214,,VGA,Yes,No,Black| Silver| White| Bright Red,90.0,2011  October,800.0,
Nokia C5-06,Nokia,C5-06,2012-03-01,2012.0,3.2,0.038910505836575876,2.0,2 MP,Yes,Yes with A-GPS; Nokia Maps,Graphite Black| Aluminium Grey| Red| Orange| Blue| Black Illuvial| White Illuvial| White/Red| White/Orange,90.0,2011  October,1000.0,0.1245136186770428
Nokia C5-05,Nokia,C5-05,2011-12-01,2011.0,3.2,0.038910505836575876,2.0,2 MP,Yes,Yes with A-GPS; Nokia Maps,Black/Aluminium grey| Black Lilac| White Lilac| White/Graphite grey,80.0,2011  October,1000.0,0.1245136186770428
Nokia C5-04,Nokia,C5-04,2011-12-01,2011.0,3.2,0.058365758754863814,2.0,2 MP,Yes,Yes with A-GPS; Nokia Maps,Graphite Black| Aluminium Grey| Red| Orange| Blue| Black Illuvial| White Illuvial| White/Red| White/Orange,100.0,2011  October,1000.0,0.1245136186770428
Nokia 101,Nokia,101,2011-10-01,2011.0,1.8,,,,Yes,No,Phantom Black| Coral Red,40.0,2011  August,1020.0,
Nokia 100,Nokia,100,2011-11-01,2011.0,1.8,,,,Yes,No,Legion Blue| Festival  Pink| Ocean Blue Phantom Black| Coral Red,50.0,2011  August,850.0,
Nokia 701,Nokia,701,2011-09-01,2011.0,3.5,8.0,8.0,8 MP| fixed focus| dual-LED flash| ,Yes,Yes with A-GPS,Steel dark| silver light| amethyst violet| white,150.0,2011  August,1300.0,1.0
Nokia 700,Nokia,700,2011-09-01,2011.0,3.2,2.0,5.0,5 MP| fixed focus| LED flash| ,Yes,Yes with A-GPS; Nokia Maps 3.06,Cool Grey| Silver/White| Coral Red| Peacock Blue and  Purple,140.0,2011  August,1080.0,1.0
Nokia 600,Nokia,600,2011-08-01,2011.0,3.2,2.0,5.0,5 MP| fixed focus| LED flash,Yes,Yes with A-GPS,Black| White| Pink and Lime,240.0,2011  August,1200.0,
Nokia C3-01 Gold Edition,Nokia,C3-01 Gold Edition,2011-08-01,2011.0,2.4,0.13618677042801555,5.0,5 MP| LED flash,Yes,No,Gold,180.0,2011  August,1050.0,0.0622568093385214
Nokia 500,Nokia,500,2011-09-01,2011.0,3.2,2.0,5.0,5 MP| ,Yes,Yes with A-GPS,Black/White with covers in Black| Azure Blue| Coral Red| Purple| Khaki| Orange| Green| Pink| Silver,110.0,2011  August,1110.0,0.2490272373540856
Nokia N9,Nokia,N9,2011-09-01,2011.0,3.9,64.0,8.0,8 MP| Carl Zeiss optics| autofocus| dual-LED flash| ,Yes,Yes with A-GPS; Ovi Maps,Black| Cyan| Magenta| Glossy white,140.0,2011  June,1450.0,1.0
Nokia C5 5MP,Nokia,C5 5MP,2011-09-01,2011.0,2.2,0.26264591439688717,5.0,5 MP| fixed focus| LED flash,Yes with stereo speakers,Yes with A-GPS; Ovi Maps 3.0,White| Warm Grey| All Black,110.0,2011  June,1050.0,0.2490272373540856
Nokia C2-06,Nokia,C2-06,2011-11-01,2011.0,2.6,0.009727626459143969,2.0,2 MP,Yes,No,Graphite,110.0,2011  June,1020.0,
Nokia C2-03,Nokia,C2-03,2011-09-01,2011.0,2.6,0.009727626459143969,2.0,2 MP,Yes,No,Chrome Black| Golden White,70.0,2011  June. Released 2011  September,1020.0,
Nokia C2-02,Nokia,C2-02,2011-08-01,2011.0,2.6,0.009727626459143969,2.0,2 MP,Yes,No,Chrome Black| Golden White,70.0,2011  June,1020.0,
Nokia 702T,Nokia,702T,2011-09-01,2011.0,2.46,8.0,8.0,8 MP| fixed focus| dual-LED flash,Yes,Yes with A-GPS,Black| White,180.0,2011  June,1200.0,1.0
Nokia T7,Nokia,T7,2011-09-01,2011.0,3.5,0.2821011673151751,8.0,8 MP| fixed focus| dual-LED flash,Yes,Yes with A-GPS; Ovi Maps,Black| Lime,240.0,2011  June,1200.0,1.0
Nokia N950,Nokia,N950,2011-06-01,2011.0,4.0,5.0,12.0,12 MP| autofocus| dual-LED flash,Yes,Yes with A-GPS; Ovi Maps,Black,,2011  June,1320.0,1.0
Nokia Oro,Nokia,Oro,2011-08-01,2011.0,3.5,8.0,8.0,8 MP| fixed focus| dual-LED flash,Yes,Yes with A-GPS; Ovi Maps 3.0,Nokia Oro Light| Nokia Oro Dark,230.0,2011  May,1200.0,0.2490272373540856
Nokia X1-01,Nokia,X1-01,2011-06-01,2011.0,1.8,,,,Yes,No,Red| Dark Grey| Ocean Blue| Orange| White,30.0,2011  May,1320.0,
Nokia X7-00,Nokia,X7-00,2011-06-01,2011.0,4.0,1.0,8.0,8 MP| fixed focus| dual-LED flash| ,Yes with stereo speakers,Yes with A-GPS,Dark steel| Silver steel,180.0,2011  April,1200.0,0.2490272373540856
Nokia E6,Nokia,E6,2011-06-01,2011.0,2.46,8.0,8.0,8 MP| fixed focus| dual-LED flash| ,Yes,Yes with A-GPS,Black| White| Silver,140.0,2011  April,1500.0,1.0
Nokia C7 Astound,Nokia,C7 Astound,2011-04-01,2011.0,3.5,8.0,8.0,8 MP| fixed focus| dual-LED flash,Yes,Yes with A-GPS; Ovi Maps 3.0,Frosty metal,220.0,2011  March. Released 2011  April 6th,1200.0,0.2490272373540856
Nokia X1-00,Nokia,X1-00,2011-05-01,2011.0,1.8,,,,Yes,No,Orange| Ocean blue| dark gray,40.0,2011  March. Released 2011  May,1320.0,
Nokia X2-01,Nokia,X2-01,2011-01-01,2011.0,2.4,0.053501945525291826,,VGA,Yes,No,Red| DeepGrey| Silver| Lilac| Azure,50.0,2010  November,1020.0,0.0622568093385214
Nokia C2-01,Nokia,C2-01,2011-03-01,2011.0,2.0,0.04182879377431906,15.0,3.15 MP| ,Yes,No,Black| Warm silver| White,70.0,2010  November,1020.0,0.0622568093385214
Nokia C5-03,Nokia,C5-03,2010-12-01,2010.0,3.2,0.038910505836575876,5.0,5 MP| ,Yes,Yes with A-GPS; Nokia Maps,Graphite Black| Lime Green| Petrol Blue| Aluminum Grey| Pink/black,100.0,2010  October. Released 2010  December,1000.0,0.1245136186770428
Nokia E7,Nokia,E7,2011-02-01,2011.0,4.0,16.0,8.0,8 MP| fixed focus| dual-LED flash| ,Yes,Yes with A-GPS; Ovi Maps 3.0,Dark Grey| Silver White| Green| Blue| Orange,150.0,2010  September,1200.0,1.0
Nokia C6-01,Nokia,C6-01,2010-11-01,2010.0,3.2,0.33073929961089493,8.0,8 MP| fixed focus| dual-LED flash| ,Yes,Yes with A-GPS,Silver Grey| Black,170.0,2010  September. Released 2010  November,1050.0,1.0
Nokia C7,Nokia,C7,2010-10-01,2010.0,3.5,8.0,8.0,8 MP| fixed focus| dual-LED flash| ,Yes,Yes with A-GPS; Ovi Maps 3.0,Charcoal black| Frosty metal| Mahogany brown,150.0,2010  September. Released 2010  October,1200.0,1.0
Nokia C3-01 Touch and Type,Nokia,C3-01 Touch and Type,2010-10-01,2010.0,2.4,0.029182879377431907,5.0,5 MP| LED flash| ,Yes,No,Silver| Warm grey| Golden khaki,70.0,2010  September. Released 2010  October,1050.0,0.0622568093385214
Nokia 5250,Nokia,5250,2010-09-01,2010.0,2.8,0.04961089494163424,2.0,2 MP,Yes,No,Dark Grey| Blue| Red| Purple| White,60.0,2010  August. Released 2010  September,1000.0,
Nokia X3 Touch and Type S,Nokia,X3 Touch and Type S,,,,,,Yes,Yes,No,Various,,Not officially announced yet,,
Nokia X3-02 Touch and Type,Nokia,X3-02 Touch and Type,2010-09-01,2010.0,2.4,0.2490272373540856,5.0,5 MP| ,Yes,No,White Silver| Dark Metal| Petrol Blue| Pink| Lilac,80.0,2010  August. Released 2010  September,860.0,0.1245136186770428
Nokia X6 8GB,Nokia,X6 8GB,2010-07-01,2010.0,3.2,8.0,5.0,5 MP| Carl Zeiss optics| autofocus| Dual-LED flash| video light,Yes with stereo speakers,Yes with A-GPS; Ovi Maps 3.0,Azure| Black|  Amethyst,70.0,2010  June. Released 2010  July,1320.0,0.1245136186770428
Nokia X5-01,Nokia,X5-01,2010-09-01,2010.0,2.36,0.19455252918287938,5.0,5 MP| LED flash| ,Yes,No,Pink| Azure| Graphite Black| Yellow Green| Purple,120.0,2010  June. Released 2010  September,950.0,
Nokia 5233,Nokia,5233,2010-01-01,2010.0,3.2,0.06809338521400778,2.0,2 MP,Yes,No,Black| White; various back covers,100.0,2010  January. Released 2010  January,1320.0,0.1245136186770428
Nokia E73 Mode,Nokia,E73 Mode,2010-06-01,2010.0,2.4,0.24319066147859922,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Titanium,120.0,2010  June. Released 2010  June,1500.0,
Nokia C2-00,Nokia,C2-00,2011-07-01,2011.0,1.8,0.0622568093385214,,VGA,Yes,No,Dynamic Gray| Jet Black| Magenta| Dark Blue| Snow White,50.0,2010  June. Released 2011  July,1020.0,0.01556420233463035
Nokia C1-02,Nokia,C1-02,2011-01-01,2011.0,1.8,0.009727626459143969,,,Yes,No,Black| Dark Plum| Blue and Cool Grey,40.0,2010  June,1020.0,0.0622568093385214
Nokia C1-01,Nokia,C1-01,2010-12-01,2010.0,1.8,0.009727626459143969,,600 x 480,Yes,No,Dark Grey| Warm Grey| Red and Midnight Blue,50.0,2010  June. Released 2010  December,800.0,0.01556420233463035
Nokia C1-00,Nokia,C1-00,2010-09-01,2010.0,1.8,,,,Yes,No,Medium Blue| Red| Light Gray| Sea Green,30.0,2010  June. Released 2010  September,1020.0,
Nokia N8,Nokia,N8,2010-10-01,2010.0,3.5,16.0,12.0,12 MP| Carl Zeiss optics| autofocus| Xenon flash| ,Yes,Yes with A-GPS; Ovi Maps 3.0,Dark Grey| Silver White| Green| Blue| Orange| Pink| Bronze,140.0,2010  April. Released 2010  October,1200.0,0.2490272373540856
Nokia X2-00,Nokia,X2-00,2010-07-01,2010.0,2.2,0.04669260700389105,5.0,5 MP| LED flash| ,Yes with stereo speakers,No,Red on Black| Blue on SIlver,40.0,2010  April. Released 2010  July,860.0,0.1245136186770428
Nokia C6,Nokia,C6,2010-07-01,2010.0,3.2,0.23346303501945526,5.0,5 MP| autofocus| LED flash| ,Yes,Yes with A-GPS,White| Black,120.0,2010  April. Released 2010  July,1200.0,
Nokia E5,Nokia,E5,2010-08-01,2010.0,2.36,0.24319066147859922,5.0,5 MP| fixed-focus| LED flash| ,Yes,Yes with A-GPS; Ovi Maps,Carbon Black| Chalk White| Sky Blue| Copper Brown| Silver Grey,90.0,2010  April. Released 2010  August,1200.0,0.2490272373540856
Nokia C3,Nokia,C3,2010-06-01,2010.0,2.4,0.053501945525291826,2.0,2 MP,Yes,No,Slate Grey| Golden White| Hot Pink| Black,90.0,2010  April. Released 2010  June,1320.0,0.0622568093385214
Nokia C5,Nokia,C5,2010-04-01,2010.0,2.2,0.048638132295719845,15.0,3.15 MP| LED flash| ,Yes with stereo speakers,Yes with A-GPS; Ovi Maps 3.0,White| Warm Grey,110.0,2010  March. Released 2010  April,1050.0,0.1245136186770428
Nokia C5 TD-SCDMA,Nokia,C5 TD-SCDMA,2010-09-01,2010.0,2.4,0.2490272373540856,5.0,5 MP| autofocus,Yes with stereo speakers,Yes with A-GPS; Ovi Maps 3.0,White| Black,,2010  April. Released 2010  Q3,950.0,
Nokia X5 TD-SCDMA,Nokia,X5 TD-SCDMA,2010-07-01,2010.0,2.4,0.2490272373540856,5.0,5 MP| autofocus| dual-LED flash,Yes with stereo speakers,Yes with A-GPS,Various,,2010  April. Released 2010  July,950.0,
Nokia 6303i classic,Nokia,6303i classic,2010-03-01,2010.0,2.2,0.053501945525291826,15.0,3.15 MP| fixed-focus| Dual-LED flash| ,Yes,No,Steel| Matt Black| Chestnut| Illuvial pink| White on Silver| Khaki on Gold,80.0,2010  February. Released 2010  March,1050.0,
Nokia 5132 XpressMusic,Nokia,5132 XpressMusic,2010-04-01,2010.0,2.0,0.029182879377431907,2.0,2 MP,Yes,No,Gray| Yellow,70.0,2010  February. Released 2010  April,1200.0,
Nokia X6 16GB,Nokia,X6 16GB,2010-02-01,2010.0,3.2,16.0,5.0,5 MP| Carl Zeiss optics| autofocus| Dual-LED flash| video light,Yes with stereo speakers,Yes with A-GPS; Ovi Maps 3.0,Black| Pink on White| Yellow on White,130.0,2010  January. Released 2010  February,1320.0,0.1245136186770428
Nokia 2710 Navigation Edition,Nokia,2710 Navigation Edition,2010-05-01,2010.0,2.2,0.1245136186770428,2.0,2 MP,Yes,Yes with A-GPS Maps for S40,Jet Black| Warm Silver| White Silver,90.0,2009  December. Released 2010  May,1020.0,0.0622568093385214
Nokia X6,Nokia,X6,2009-12-01,2009.0,3.2,32.0,5.0,5 MP| Carl Zeiss optics| autofocus| Dual-LED flash| video light| ,Yes with stereo speakers,Yes with A-GPS; Ovi Maps 3.0,Blue on White| Red on Black,130.0,2009  September. Released 2009  December,1320.0,0.1245136186770428
Nokia 6700 slide,Nokia,6700 slide,2010-04-01,2010.0,2.2,0.04377431906614786,5.0,5 MP| Carl Zeiss optics| autofocus| LED flash| ,Yes,No,Aluminum| Pink| Petrol-blue| Red| Lime| Purple,90.0,2009  November. Released 2010  April,860.0,0.1245136186770428
Nokia 7230,Nokia,7230,2010-02-01,2010.0,2.4,0.04377431906614786,15.0,3.15 MP,Yes,No,Graphite| Hot Pink,80.0,2009  November. Released 2010  February,860.0,
Nokia 5330 Mobile TV Edition,Nokia,5330 Mobile TV Edition,2010-05-01,2010.0,2.4,0.06809338521400778,15.0,3.15 MP| enhanced fixed focus| LED flash| ,Yes,No,Glossy Black| Glossy White,140.0,2009  November. Released 2010  May,1000.0,
Nokia 2690,Nokia,2690,2010-03-01,2010.0,1.8,,,VGA,Yes,No,Graphite| White silver| Hot pink| Blue,50.0,2009  November. Released 2010  March,860.0,
Nokia 2220 slide,Nokia,2220 slide,2010-02-01,2010.0,1.8,0.0311284046692607,,VGA,Yes,No,Hot Pink| Graphite| Turquoise| Warm Silver| Purple| Blue,50.0,2009  November. Released 2010  February,860.0,
Nokia 1800,Nokia,1800,2010-06-01,2010.0,1.8,,,,Yes,No,Silver Grey| Black| Orchid Red| Ash Blue,30.0,2009  November. Released 2010  June,800.0,
Nokia 1616,Nokia,1616,2010-03-01,2010.0,1.8,,,,Yes,No,Black| Dark Blue| Dark Gray| Dark Red,20.0,2009  November. Released 2010  March,800.0,
Nokia 1280,Nokia,1280,2010-03-01,2010.0,1.36,,,,Yes,No,Black| Gray| Blue| Orchid,20.0,2009  November. Released 2010  March,800.0,
Nokia 5235 Comes With Music,Nokia,5235 Comes With Music,2010-03-01,2010.0,3.2,0.06809338521400778,2.0,2 MP,Yes,Yes with A-GPS; Nokia Maps 2.0 Touch,Black| White,120.0,2009  December. Released 2010  March,1320.0,
Nokia 6788,Nokia,6788,2009-12-01,2009.0,2.8,4.0,5.0,5 MP| Carl Zeiss optics| autofocus| Dual-LED flash,Yes with stereo speakers,Yes with A-GPS; Ovi Maps,Black| Brown,130.0,2009  October. Released 2009  December,1200.0,0.1245136186770428
Nokia N97 mini,Nokia,N97 mini,2009-11-01,2009.0,3.2,8.0,5.0,5 MP| Carl Zeiss optics| autofocus| Dual-LED flash| video light| ,Yes with stereo speakers,Yes with A-GPS; Nokia Maps,Gold| Cherry Black| Garnet| White,120.0,2009  September. Released 2009  November,1200.0,0.1245136186770428
Nokia X3,Nokia,X3,2009-12-01,2009.0,2.2,0.04474708171206226,2.0,3.2 MP| enhanced fixed focus| ,Yes with stereo speakers,No,Red on Black| Blue on Silver,90.0,2009  September. Released 2009  December,860.0,
Nokia N900,Nokia,N900,2009-11-01,2009.0,3.5,32.0,5.0,5 MP| Carl Zeiss optics| autofocus| Dual-LED flash| ,Yes with stereo speakers,Yes with A-GPS; Ovi Maps,Black,160.0,2009  August. Released 2009  November,1320.0,0.2490272373540856
Nokia 5230,Nokia,5230,2009-11-01,2009.0,3.2,0.06809338521400778,2.0,2 MP,Yes,Yes with A-GPS; Nokia Maps,Black| White,80.0,2009  August. Released 2009  November,1320.0,0.1245136186770428
Nokia 3208c,Nokia,3208c,2009-12-01,2009.0,2.4,0.01264591439688716,2.0,2 MP,Yes,No,Pearl White| Graphite Black,,2009  August. Released 2009  Q4,1020.0,
Nokia 5800 Navigation Edition,Nokia,5800 Navigation Edition,2009-10-01,2009.0,3.2,0.07879377431906615,15.0,3.15 MP| Carl Zeiss optics| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS; Nokia Maps 2.0 Touch,Chrome| Black,180.0,2009  August. Released 2009  October,1320.0,0.1245136186770428
Nokia 6350,Nokia,6350,2009-10-01,2009.0,2.0,0.05058365758754864,2.0,2 MP,Yes,A-GPS only; AT&T Navigator,Red| Graphite,70.0,2009  October. Released 2009  October,1050.0,
Nokia Mural,Nokia,Mural,2009-09-01,2009.0,2.2,0.06809338521400778,2.0,2 MP,Yes,No,Gunmetal with cover illumination with six colors,100.0,2009  September. Released 2009  September,1050.0,
Nokia 6760 slide,Nokia,6760 slide,2009-10-01,2009.0,2.4,0.11673151750972763,15.0,3.15 MP| enhanced fixed focus| ,Yes,Yes with A-GPS; Nokia Maps,Black| Red| White,110.0,2009  July. Released 2009  October,1500.0,
Nokia 6790 Surge,Nokia,6790 Surge,2009-07-01,2009.0,2.4,0.1245136186770428,2.0,2 MP,Yes,Yes with A-GPS,Black,90.0,2009  July. Released 2009  July,1500.0,
Nokia 3720 classic,Nokia,3720 classic,2009-09-01,2009.0,2.2,0.019455252918287938,2.0,2 MP| LED flash,Yes,No,Gray| Yellow,110.0,2009  July. Released 2009  September,1050.0,
Nokia 5530 XpressMusic,Nokia,5530 XpressMusic,2009-08-01,2009.0,2.9,0.06809338521400778,15.0,3.15 MP| autofocus| LED flash| ,Yes with stereo speakers,No,Red on black| Blue on white| Grey on black| Pink on white| Yellow on white,100.0,2009  June. Released 2009  August,1000.0,0.1245136186770428
