id,brand,model,date,year,display_size_inches,internal_memory_in_gb,primary_camera_mega_pixel,primary_camera,loud_speaker,gps,colors,approx_price_eur,battery_mah,ram_in_gb,weight,weight_g,weight_oz
Huawei G6800,Huawei,G6800,2012-01-01,2012.0,2.8,,15.0,,Yes,No,"Black, White",70.0,,,-,,
Huawei G6310,Huawei,G6310,2012-06-01,2012.0,2.4,,2.0,,Yes,No,Black,50.0,1000.0,,-,,
Huawei G5000,Huawei,G5000,2012-06-01,2012.0,2.0,,,,Yes,No,Black,90.0,1000.0,,-,,
Huawei Activa 4G,Huawei,Activa 4G,2012-06-01,2012.0,3.5,,5.0,LED flash,Yes,"Yes, with A-GPS",Black,110.0,1880.0,,140 g (4.94 oz),140.0,4.94
Huawei G5520,Huawei,G5520,2011-06-01,2011.0,2.4,,3.0,,Yes,No,"Black, White",50.0,1000.0,,-,,
Huawei G6609,Huawei,G6609,2012-09-01,2012.0,2.4,,15.0,,Yes,No,"Gray, Brown",80.0,1050.0,,98 g (3.46 oz),98.0,3.46
Huawei Fusion U8652,Huawei,Fusion U8652,2012-03-01,2012.0,3.5,,15.0,,Yes,"Yes, with A-GPS",Black,80.0,1400.0,,117.1 g (4.13 oz),117.1,4.13
Huawei MediaPad 10 FHD,Huawei,MediaPad 10 FHD,2012-09-01,2012.0,10.0,,8.0,Dual-LED flash,"Yes, with stereo speakers","Yes, with A-GPS",White,330.0,6600.0,,580 g (1.28 lb),580.0,20.48
Huawei Ascend D1 XL U9500E,Huawei,Ascend D1 XL U9500E,2012-09-01,2012.0,4.5,,8.0,Dual-LED flash,Yes,"Yes, with A-GPS, GLONASS",Black,350.0,2600.0,,132 g (4.66 oz),132.0,4.66
Huawei Ascend D1,Huawei,Ascend D1,2012-07-01,2012.0,4.5,,8.0,Dual-LED flash,Yes,"Yes, with A-GPS, GLONASS",Black,210.0,1800.0,,132 g (4.66 oz),132.0,4.66
Huawei Ascend D quad XL,Huawei,Ascend D quad XL,2012-09-01,2012.0,4.5,,8.0,Dual-LED flash,Yes,"Yes, with A-GPS","Metallic black, Ceramic white",260.0,2600.0,,150 g (5.29 oz),150.0,5.29
Huawei Ascend D quad,Huawei,Ascend D quad,2012-08-01,2012.0,4.5,,8.0,Dual-LED flash,Yes,"Yes, with A-GPS","Metallic black, Ceramic white",290.0,1800.0,,130 g (4.59 oz),130.0,4.59
Huawei Ascend P1s,Huawei,Ascend P1s,2012-09-01,2012.0,4.3,,8.0,"Dual-LED flash, HDR",Yes,"Yes, with A-GPS","Metallic black, Ceramic white, Soft pink",260.0,1800.0,,130 g (4.59 oz),130.0,4.59
Huawei M886 Mercury,Huawei,M886 Mercury,2011-12-01,2011.0,4.0,,8.0,"LED flash, HDR",Yes,"Yes, with A-GPS",Black,110.0,1900.0,,139 g (4.90 oz),139.0,4.9
Huawei G7300,Huawei,G7300,2011-11-01,2011.0,3.5,,15.0,,Yes,No,Black,90.0,1300.0,,110 g (3.88 oz),110.0,3.88
Huawei G7005,Huawei,G7005,2012-09-01,2012.0,2.4,,3.0,,Yes,No,Black,70.0,800.0,,75 g (2.65 oz),75.0,2.65
Huawei MediaPad,Huawei,MediaPad,2011-09-01,2011.0,7.0,,5.0,,"Yes, with stereo speakers","Yes, with A-GPS","shadow black, classic brown, passion pink",150.0,4100.0,,390 g (13.76 oz),390.0,13.76
Huawei D51 Discovery,Huawei,D51 Discovery,2011-01-01,2011.0,2.0,,2.0,,Yes,Yes,Black/Orange,110.0,1000.0,,106 g (3.74 oz),106.0,3.74
Huawei U8520 Duplex,Huawei,U8520 Duplex,2011-10-01,2011.0,3.2,,15.0,,Yes,"Yes, with A-GPS",Black,110.0,1500.0,,109 g (3.84 oz),109.0,3.84
Huawei T8300,Huawei,T8300,2011-01-01,2011.0,3.2,,15.0,,Yes,"Yes, with A-GPS",Black,110.0,1200.0,,104 (3.67 oz),104.0,3.67
Huawei U8350 Boulder,Huawei,U8350 Boulder,2011-10-01,2011.0,2.6,,2.0,,Yes,"Yes, with A-GPS","Black, White",90.0,1200.0,,105 g (3.70 oz),105.0,3.7
Huawei Impulse 4G,Huawei,Impulse 4G,2011-09-01,2011.0,3.8,,5.0,LED flash,Yes,"Yes, with A-GPS",Black,80.0,1500.0,,130 g (4.59 oz),130.0,4.59
Huawei Pillar,Huawei,Pillar,2011-09-01,2011.0,2.0,,,,Yes,"Yes, with A-GPS",Black,70.0,900.0,,99 g (3.49 oz),99.0,3.49
Huawei U8850 Vision,Huawei,U8850 Vision,2011-09-01,2011.0,3.7,,5.0,LED flash,Yes,"Yes, with A-GPS",Black,80.0,1400.0,,121 g (4.27 oz),121.0,4.27
Huawei Ascend II,Huawei,Ascend II,2011-07-01,2011.0,3.5,,5.0,,Yes,"Yes, with A-GPS",White/Black,100.0,1400.0,,120 g (4.23 oz),120.0,4.23
Huawei U8800 Pro,Huawei,U8800 Pro,2011-06-01,2011.0,3.8,,5.0,LED flash,Yes,"Yes, with A-GPS",Black,70.0,1500.0,,130 g (4.59 oz),130.0,4.59
Huawei G7206,Huawei,G7206,2011-06-01,2011.0,2.8,,3.0,,Yes,No,"Black, White, Pink, Orange, Green",70.0,1050.0,,89 g (3.14 oz),89.0,3.14
Huawei U5510,Huawei,U5510,2011-01-01,2011.0,2.4,,15.0,,Yes,No,Black,80.0,1000.0,,90 g (3.17 oz),90.0,3.17
Huawei G5500,Huawei,G5500,2011-06-01,2011.0,2.0,,3.0,,Yes,No,Black,80.0,800.0,,85 g (3.00 oz),85.0,3.0
Huawei G6620,Huawei,G6620,2011-07-01,2011.0,2.4,,3.0,,Yes,No,"Gray, Blue, Orange",70.0,800.0,,-,,
Huawei U8650 Sonic,Huawei,U8650 Sonic,2011-07-01,2011.0,3.5,,15.0,,Yes,"Yes, with A-GPS",Black,70.0,1400.0,,120 g (4.23 oz),120.0,4.23
Huawei U8180 IDEOS X1,Huawei,U8180 IDEOS X1,2011-05-01,2011.0,2.8,,15.0,,Yes,"Yes, with A-GPS",Black,70.0,1200.0,,100 g (3.53 oz),100.0,3.53
Huawei G6608,Huawei,G6608,2011-06-01,2011.0,2.4,,15.0,,Yes,No,"Gray, Pink, White",60.0,1000.0,,93 g (3.28 oz),93.0,3.28
Huawei G7010,Huawei,G7010,2010-11-01,2010.0,2.8,,3.0,,Yes,No,"Black, White, Pink",70.0,1100.0,,100 g (3.53 oz),100.0,3.53
Huawei U5900s,Huawei,U5900s,2011-05-01,2011.0,2.4,,2.0,,Yes,No,Black,80.0,830.0,,112 g (3.95 oz),112.0,3.95
Huawei IDEOS S7 Slim,Huawei,IDEOS S7 Slim,2011-04-01,2011.0,7.0,,15.0,,"Yes, with stereo speakers","Yes, with A-GPS",Black,160.0,3250.0,,440 g (15.52 oz),440.0,15.52
Huawei IDEOS S7 Slim CDMA,Huawei,IDEOS S7 Slim CDMA,2011-09-01,2011.0,7.0,,15.0,,"Yes, with stereo speakers","Yes, with A-GPS",Black,210.0,3250.0,,440 g (14.11 oz),440.0,14.11
Huawei U9000 IDEOS X6,Huawei,U9000 IDEOS X6,2011-06-01,2011.0,4.1,,5.0,LED flash,Yes,"Yes, with A-GPS",Black,90.0,1400.0,,143 g (5.04 oz),143.0,5.04
Huawei U8800 IDEOS X5,Huawei,U8800 IDEOS X5,2011-04-01,2011.0,3.8,,5.0,LED flash,Yes,"Yes, with A-GPS",Black,100.0,1500.0,,130 g (4.59 oz),130.0,4.59
Huawei U8510 IDEOS X3,Huawei,U8510 IDEOS X3,2011-07-01,2011.0,3.2,,15.0,,Yes,"Yes, with A-GPS","Black, Silver, Red",100.0,1200.0,,104 g (3.67 oz),104.0,3.67
Huawei U8150 IDEOS,Huawei,U8150 IDEOS,2010-09-01,2010.0,2.8,,15.0,,Yes,"Yes, with A-GPS","Black body / blue, red, yellow backpanels",60.0,1200.0,,102.1 g (3.60 oz),102.1,3.6
Huawei U8500 IDEOS X2,Huawei,U8500 IDEOS X2,2010-06-01,2010.0,3.2,,15.0,,Yes,"Yes, with A-GPS",Black/Silver,90.0,1150.0,,115 g (4.06 oz),115.0,4.06
Huawei U7520,Huawei,U7520,2010-01-01,2010.0,2.8,,15.0,,Yes,No,"White, Blue, Orange",70.0,1000.0,,105 g (3.70 oz),105.0,3.7
Huawei G6150,Huawei,G6150,2011-01-01,2011.0,2.41,,3.0,,Yes,No,"Silver, Red, Blue, Green, White",110.0,1100.0,,-,,
Huawei U8300,Huawei,U8300,2010-07-01,2010.0,2.6,,15.0,LED flash,Yes,"Yes, with A-GPS","Green, Yellow and Purple",70.0,930.0,,104 g (3.67 oz),104.0,3.67
Huawei IDEOS S7,Huawei,IDEOS S7,2010-03-01,2010.0,7.0,,2.0,,"Yes, with stereo speakers","Yes, with A-GPS",Black,70.0,2200.0,,500 g (1.10 lb),500.0,17.6
Huawei C3200,Huawei,C3200,2010-01-01,2010.0,1.47,,,,Yes,No,Black,50.0,1050.0,,80 g (2.82 oz),80.0,2.82
Huawei U3100,Huawei,U3100,2010-01-01,2010.0,2.0,,,,Yes,"Yes, with A-GPS",Black,,1000.0,,90 g (3.17 oz),90.0,3.17
Huawei U8110,Huawei,U8110,2010-07-01,2010.0,2.8,,15.0,LED flash,Yes,"Yes, with A-GPS","White, Black",90.0,1150.0,,110 g (3.88 oz),110.0,3.88
Huawei U8100,Huawei,U8100,2010-07-01,2010.0,2.8,,15.0,LED flash,Yes,"Yes, with A-GPS",Pink,70.0,1150.0,,104 g (3.67 oz),104.0,3.67
Huawei U8230,Huawei,U8230,2009-06-01,2009.0,3.5,,15.0,,Yes,"Yes, with A-GPS","White, Black",270.0,1500.0,,-,,
Huawei U8220,Huawei,U8220,2009-10-01,2009.0,3.5,,15.0,,Yes,"Yes, with A-GPS",Black,230.0,1500.0,,135 g (4.76 oz),135.0,4.76
Huawei U7510,Huawei,U7510,2009-11-01,2009.0,2.8,,2.0,,Yes,No,"Blue, Violet",120.0,,,-,,
Huawei U1270,Huawei,U1270,2009-12-01,2009.0,2.0,,2.0,,Yes,No,"Black, White",60.0,800.0,,80.6 g (2.82 oz),80.6,2.82
Huawei U1250,Huawei,U1250,2009-07-01,2009.0,2.0,,2.0,,Yes,No,"Black, White, Pink",,,,90 g (3.17 oz),90.0,3.17
Huawei U9130 Compass,Huawei,U9130 Compass,2010-03-01,2010.0,2.4,,15.0,,Yes,"Yes, with A-GPS",Pearl White,,1250.0,,102 g (3.60 oz),102.0,3.6
Huawei G6600 Passport,Huawei,G6600 Passport,2010-03-01,2010.0,2.4,,2.0,,Yes,No,Classic Brown,30.0,1000.0,,102 g (3.60 oz),102.0,3.6
Huawei U7310,Huawei,U7310,2008-06-01,2008.0,2.4,,2.0,,Yes,No,Grey,,,,,,
Huawei U9150,Huawei,U9150,2009-08-01,2009.0,2.4,,2.0,,Yes,No,Black,,1300.0,,-,,
Huawei U121,Huawei,U121,2007-06-01,2007.0,1.8,,3.0,,Yes,No,Grey,,,,90 g (3.17 oz),90.0,3.17
Huawei U120,Huawei,U120,2007-01-01,2007.0,1.8,,3.0,,Yes,No,Grey,,,,90 g (3.17 oz),90.0,3.17
Huawei U3300,Huawei,U3300,2008-06-01,2008.0,2.0,,2.0,,Yes,No,Black,,,,,,
Huawei U1310,Huawei,U1310,2008-06-01,2008.0,2.2,,2.0,,Yes,No,Black,,,,,,
Huawei U1100,Huawei,U1100,2008-01-01,2008.0,1.8,,,,Yes,No,Black,,900.0,,,,
Huawei U1000,Huawei,U1000,2008-09-01,2008.0,1.5,,,,Yes,No,Black,,900.0,,,,
Huawei T156,Huawei,T156,2008-01-01,2008.0,1.4,,,,Yes,No,Black,,,,75 g (2.65 oz),75.0,2.65
Huawei T158,Huawei,T158,2008-01-01,2008.0,1.4,,,,Yes,No,Black,,,,80 g (2.82 oz),80.0,2.82
Huawei T208,Huawei,T208,2008-01-01,2008.0,1.5,,,,Yes,No,Black,,,,75 g (2.65 oz),75.0,2.65
Huawei T261L,Huawei,T261L,2008-09-01,2008.0,1.5,,,,Yes,No,Black,,,,-,,
Huawei T211,Huawei,T211,2008-09-01,2008.0,1.5,,,,Yes,No,Black,,,,-,,
Huawei T161L,Huawei,T161L,2008-09-01,2008.0,1.4,,,,Yes,No,Black,,,,-,,
Huawei T330,Huawei,T330,2008-09-01,2008.0,1.5,,,,Yes,No,Black,,,,-,,
Huawei T201,Huawei,T201,2008-01-01,2008.0,1.5,,,,Yes,No,"Grey, Black",,,,-,,
Huawei T552,Huawei,T552,2009-01-01,2009.0,3.0,,15.0,,Yes,No,"Black, Silver",,,,110 g (3.88 oz),110.0,3.88
Huawei Ascend W3,Huawei,Ascend W3,2013-01-01,2013.0,4.5,,8.0,LED flash,Yes,"Yes, with A-GPS",Black/Silver,,,,-,,
Huawei G10,Huawei,G10,,,5.9,,16.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","White/Gold, Black",,3340.0,,164 g (5.78 oz),164.0,5.78
Huawei Mulan,Huawei,Mulan,2014-06-01,2014.0,5.0,,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS, GLONASS","Black, white",,,,-,,
i-mate 810-F,i-mate,810-F,2009-02-01,2009.0,2.46,,2.0,,Yes,Yes,Blue,550.0,1200.0,,150 g (5.29 oz),150.0,5.29
i-mate Ultimate 9502,i-mate,Ultimate 9502,2008-03-01,2008.0,2.8,,15.0,LED flash,Yes,Yes,Black,410.0,1620.0,,200 g (7.05 oz),200.0,7.05
i-mate Ultimate 8502,i-mate,Ultimate 8502,2008-09-01,2008.0,2.6,,2.0,LED flash,Yes,Yes,Black,200.0,1530.0,,140 g (4.94 oz),140.0,4.94
i-mate JAMA 201,i-mate,JAMA 201,2008-10-01,2008.0,2.4,,2.0,LED flash,Yes,No,Black,250.0,1050.0,,152 g (5.36 oz),152.0,5.36
i-mate JAMA 101,i-mate,JAMA 101,2007-10-01,2007.0,2.4,,2.0,,Yes,No,Black,250.0,1020.0,,110 g (3.63 oz),110.0,3.63
i-mate JAMA,i-mate,JAMA,2007-06-01,2007.0,2.4,,2.0,,Yes,No,Silver,200.0,1000.0,,110 g (3.88 oz),110.0,3.88
i-mate Ultimate 9150,i-mate,Ultimate 9150,2007-02-01,2007.0,2.6,,2.0,,Yes,No,Silver,410.0,1400.0,,,,
i-mate Ultimate 8150,i-mate,Ultimate 8150,2007-02-01,2007.0,2.6,,2.0,,Yes,No,Silver,260.0,1530.0,,152 g (5.36 oz),152.0,5.36
i-mate Ultimate 7150,i-mate,Ultimate 7150,2007-02-01,2007.0,3.8,,2.0,,Yes,No,Silver,300.0,1400.0,,180 g (6.35 oz),180.0,6.35
i-mate Ultimate 6150,i-mate,Ultimate 6150,2008-01-01,2008.0,2.8,,2.0,,Yes,No,Silver,260.0,1530.0,,152 g (5.36 oz),152.0,5.36
i-mate Ultimate 5150,i-mate,Ultimate 5150,2007-02-01,2007.0,2.8,,2.0,,Yes,No,Silver,300.0,1400.0,,,,
i-mate JAQ4,i-mate,JAQ4,2007-02-01,2007.0,2.8,,2.0,,Yes,Yes,Black,150.0,1660.0,,184 g (6.49 oz),184.0,6.49
i-mate PDAL,i-mate,PDAL,2006-11-01,2006.0,2.4,,2.0,,Yes,No,Silver,220.0,1100.0,,116 g (4.09 oz),116.0,4.09
i-mate JAQ3,i-mate,JAQ3,2006-11-01,2006.0,2.5,,2.0,,Yes,No,Black,240.0,1200.0,,160 g (5.64 oz),160.0,5.64
i-mate SPL,i-mate,SPL,2006-09-01,2006.0,2.2,,2.0,,Yes,No,Black,130.0,1100.0,,102 g (3.60 oz),102.0,3.6
i-mate JAQ,i-mate,JAQ,2006-09-01,2006.0,2.8,,,,Yes,No,Silver,180.0,1440.0,,160 g (5.64 oz),160.0,5.64
i-mate JASJAM,i-mate,JASJAM,2006-06-01,2006.0,2.8,,2.0,LED flash,Yes,No,Silver,220.0,1300.0,,176 g (6.21 oz),176.0,6.21
i-mate SPJAS,i-mate,SPJAS,2006-08-01,2006.0,2.2,,3.0,,Yes,No,V1,110.0,1190.0,,115 g (4.06 oz),115.0,4.06
i-mate Smartflip,i-mate,Smartflip,2006-02-01,2006.0,2.2,,3.0,,Yes,No,Stylish black,110.0,750.0,,99 g (3.49 oz),99.0,3.49
i-mate JAMin,i-mate,JAMin,2006-01-01,2006.0,2.8,,2.0,,Yes,No,Stylish black,220.0,1200.0,,150 g (5.29 oz),150.0,5.29
i-mate JASJAR,i-mate,JASJAR,2005-08-01,2005.0,3.6,,3.0,,"Yes, with stereo speakers",No,Stylish black,260.0,1620.0,,285 g (10.05 oz),285.0,10.05
i-mate K-JAM,i-mate,K-JAM,2005-09-01,2005.0,2.8,,3.0,LED flash,Yes,No,Stylish black,280.0,1250.0,,160 g (5.64 oz),160.0,5.64
i-mate SP5,i-mate,SP5,2005-08-01,2005.0,2.2,,3.0,,Yes,No,V1,150.0,1050.0,,106 g (3.74 oz),106.0,3.74
i-mate SP5m,i-mate,SP5m,2005-08-01,2005.0,2.2,,3.0,,Yes,No,V1,150.0,1050.0,,106 g (3.74 oz),106.0,3.74
i-mate SP4m,i-mate,SP4m,2005-09-01,2005.0,2.2,,3.0,,Yes,No,Silver,130.0,1150.0,,100 g (3.53 oz),100.0,3.53
i-mate JAM Black,i-mate,JAM Black,2005-09-01,2005.0,2.8,,3.0,,Yes,No,Stylish black,270.0,1200.0,,160 g (5.64 oz),160.0,5.64
i-mate JAM,i-mate,JAM,2004-12-01,2004.0,2.8,,3.0,,Yes,No,Stylish black and silver,260.0,1200.0,,150 g (5.29 oz),150.0,5.29
i-mate PDA2k,i-mate,PDA2k,2004-09-01,2004.0,3.5,,,,Yes,No,Stylish black and silver,,1050.0,,210 g (7.41 oz),210.0,7.41
i-mate SP3i,i-mate,SP3i,2004-09-01,2004.0,2.2,,,,Yes,No,Stylish black and silver,,1050.0,,102 g (3.60 oz),102.0,3.6
i-mate SP3,i-mate,SP3,2004-06-01,2004.0,2.2,,,,Yes,No,"Cool metallic, Light blue",,1050.0,,106.3 g (3.74 oz),106.3,3.74
i-mate Pocket PC,i-mate,Pocket PC,2004-06-01,2004.0,3.5,,,,Yes,No,Silver,,1200.0,,190 g (6.70 oz),190.0,6.7
i-mobile i858,i-mobile,i858,2010-01-01,2010.0,4.3,,5.0,,Yes,"Yes, with A-GPS","Black, White",,1500.0,,-,,
i-mobile 8500,i-mobile,8500,2010-01-01,2010.0,3.2,,5.0,,Yes,"Yes, with A-GPS",Silver,,1500.0,,-,,
i-mobile 5230,i-mobile,5230,2010-01-01,2010.0,2.8,,5.0,LED flash,Yes,No,Silver,,1200.0,,-,,
i-mobile Hitz 2206,i-mobile,Hitz 2206,2010-01-01,2010.0,,,,,Yes,No,Silver,,1000.0,,-,,
i-mobile 5220,i-mobile,5220,2010-01-01,2010.0,2.4,,5.0,LED flash,Yes,No,"Black, White, Red",,1100.0,,-,,
i-mobile TV658 Touch&Move,i-mobile,TV658 Touch&Move,2009-10-01,2009.0,3.0,,8.0,flash,Yes,No,Black,,1050.0,,,,
i-mobile Hitz 212,i-mobile,Hitz 212,2009-10-01,2009.0,1.77,,,,Yes,No,"Black-Green, Silver-Blue, Silver-Orange, Pink",,750.0,,80 g (2.82 oz),80.0,2.82
i-mobile Hitz 210,i-mobile,Hitz 210,2009-10-01,2009.0,1.8,,,,Yes,No,Black,,700.0,,,,
i-mobile TV650 Touch,i-mobile,TV650 Touch,2009-12-01,2009.0,3.0,,15.0,,Yes,No,Black,,1000.0,,,,
i-mobile TV550 Touch,i-mobile,TV550 Touch,2009-12-01,2009.0,2.8,,,,Yes,No,Black,,1000.0,,,,
i-mobile TV 630,i-mobile,TV 630,2009-12-01,2009.0,2.4,,8.0,,Yes,No,Black,,1100.0,,102 g (3.60 oz),102.0,3.6
i-mobile TV 628,i-mobile,TV 628,2009-12-01,2009.0,2.4,,15.0,,Yes,No,Black,,950.0,,109.5 g (3.84 oz),109.5,3.84
i-mobile TV 620,i-mobile,TV 620,2009-07-01,2009.0,2.4,,15.0,,Yes,No,Black,,1050.0,,98 g (3.46 oz),98.0,3.46
i-mobile TV 536,i-mobile,TV 536,2009-12-01,2009.0,2.4,,,,Yes,No,"Black, Silver",,1000.0,,,,
i-mobile 638CG,i-mobile,638CG,2009-12-01,2009.0,2.4,,15.0,,Yes,No,Black,,1050.0,,,,
i-mobile Hitz 232CG,i-mobile,Hitz 232CG,2009-12-01,2009.0,2.0,,,,Yes,No,"Black, Silver",,1050.0,,-,,
i-mobile TV 535,i-mobile,TV 535,2009-01-01,2009.0,2.2,,3.0,,No,No,"Black, Silver",,1000.0,,90 g (3.17 oz),90.0,3.17
i-mobile 627,i-mobile,627,2008-10-01,2008.0,2.0,,15.0,LED flash,"Yes, with stereo speakers",No,"Black, Silver",,830.0,,90 g (3.17 oz),90.0,3.17
i-mobile TV 533,i-mobile,TV 533,2009-01-01,2009.0,2.4,,,,No,No,"Black, Silver",,1100.0,,105 g (3.70 oz),105.0,3.7
i-mobile TV 530,i-mobile,TV 530,2008-10-01,2008.0,2.4,,,,No,No,Black,,1100.0,,105 g (3.70 oz),105.0,3.7
i-mobile TV 523,i-mobile,TV 523,2008-10-01,2008.0,2.2,,,,"Yes, with stereo speakers",No,"Black, Silver",,1000.0,,98 g (3.46 oz),98.0,3.46
i-mobile 522,i-mobile,522,2008-10-01,2008.0,2.2,,,,No,No,"Black, Silver",,1000.0,,93.6 g (3.28 oz),93.6,3.28
i-mobile 320,i-mobile,320,2008-12-01,2008.0,2.2,,,,No,No,"Black, White",,750.0,,95 g (3.35 oz),95.0,3.35
i-mobile 319,i-mobile,319,2008-09-01,2008.0,1.67,,,LED flash,No,No,"Black, White, Gray",,830.0,,80 g (2.82 oz),80.0,2.82
i-mobile TV 626,i-mobile,TV 626,2008-07-01,2008.0,2.4,,15.0,LED flash,Yes,No,"Black, Silver, White",,1000.0,,90 g (3.17 oz),90.0,3.17
i-mobile 902,i-mobile,902,2007-10-01,2007.0,2.0,,5.0,LED flash,No,No,Silver,,1100.0,,94 g (3.32 oz),94.0,3.32
i-mobile 625,i-mobile,625,2008-05-01,2008.0,2.0,,15.0,LED flash,No,No,"Black, Silver",,830.0,,90 g (3.17 oz),90.0,3.17
i-mobile 903,i-mobile,903,2007-05-01,2007.0,2.0,,2.0,,No,No,"Black, White",,850.0,,88 g (3.10 oz),88.0,3.1
i-mobile 613,i-mobile,613,2007-12-01,2007.0,2.2,,15.0,,"Yes, with stereo speakers",No,Black,,1000.0,,74.5 g (2.61 oz),74.5,2.61
i-mobile 520,i-mobile,520,2007-12-01,2007.0,1.76,,3.0,,No,No,"Black, Silver",,750.0,,80 g (2.82 oz),80.0,2.82
i-mobile 518,i-mobile,518,2007-12-01,2007.0,2.0,,2.0,,"Yes, with stereo speakers",No,Black,,1000.0,,101 g (3.56 oz),101.0,3.56
i-mobile 202,i-mobile,202,2008-12-01,2008.0,1.8,,,,No,No,"Black, White",,750.0,,95 g (3.35 oz),95.0,3.35
i-mobile 201,i-mobile,201,2008-05-01,2008.0,1.5,,,,No,No,"Gray-Blue, Black-Orange",,750.0,,73 g (2.57 oz),73.0,2.57
i-mobile 101,i-mobile,101,2008-05-01,2008.0,1.5,,,,No,No,"Black, White, Gray",,680.0,,69.6 g (2.36 oz),69.6,2.36
Icemobile G8 LTE,Icemobile,G8 LTE,2017-07-01,2017.0,7.0,,5.0,LED flash,Yes,"Yes, with A-GPS","Black, Silver, Gold",,2800.0,,320 g (11.29 oz),320.0,11.29
Icemobile Mash,Icemobile,Mash,2016-03-01,2016.0,2.2,,,,Yes,No,"White, Black, Red, Gold",,800.0,,-,,
Icemobile G8,Icemobile,G8,2015-09-01,2015.0,7.0,,5.0,LED flash,Yes,"Yes, with A-GPS","White, Black, Blue",,2600.0,,320 g (11.29 oz),320.0,11.29
Icemobile Prime 5.0 Plus,Icemobile,Prime 5.0 Plus,2015-02-01,2015.0,5.0,,8.0,LED flash,Yes,Yes,"Black, Blue",,2000.0,,-,,
Icemobile Prime 5.0,Icemobile,Prime 5.0,2015-02-01,2015.0,5.0,,5.0,LED flash,Yes,Yes,"Black, White",,1600.0,,-,,
Icemobile Prime 4.0 Plus,Icemobile,Prime 4.0 Plus,2015-02-01,2015.0,,,2.0,LED flash,Yes,Yes,"Black, Blue",,1400.0,,-,,
Icemobile Rock 2.4,Icemobile,Rock 2.4,2014-01-01,2014.0,2.4,,,,Yes,No,"Black, White, Red, Pink, Green, White&blue",,1000.0,,60 g (2.12 oz),60.0,2.12
Icemobile Prime 3.5,Icemobile,Prime 3.5,2014-07-01,2014.0,3.5,,2.0,LED flash,Yes,Yes,"White, Black",,1200.0,,-,,
Icemobile Prime 4.0,Icemobile,Prime 4.0,2014-05-01,2014.0,3.97,,2.0,LED flash,Yes,Yes,"White, Black, Blue",,1550.0,,-,,
Icemobile Apollo Touch 3G,Icemobile,Apollo Touch 3G,2014-02-01,2014.0,3.5,,2.0,LED flash,Yes,A-GPS only,"White, Black, Blue",,1200.0,,100 g (3.53 oz),100.0,3.53
Icemobile Apollo 3G,Icemobile,Apollo 3G,2014-02-01,2014.0,2.6,,2.0,LED flash,Yes,A-GPS only,"White, Black, Pink, Blue, Green, Red",,1200.0,,100 g (3.53 oz),100.0,3.53
Icemobile G7 Pro,Icemobile,G7 Pro,2014-01-01,2014.0,7.0,,2.0,,Yes,No,"Black, Red, White, Gray",,2800.0,,307 g (10.83 oz),307.0,10.83
Icemobile Charm II,Icemobile,Charm II,2014-01-01,2014.0,2.0,,,,Yes,No,"Black, Red, Sliver, Blue, Pink",,1000.0,,-,,
Icemobile G10,Icemobile,G10,2014-01-01,2014.0,10.1,,2.0,LED flash,Yes,Yes,"White, Black",,6000.0,,-,,
Icemobile Sol III,Icemobile,Sol III,2013-11-01,2013.0,4.0,,,LED flash,Yes,No,"Black, Red, White, Blue",,1000.0,,-,,
Icemobile Hydro,Icemobile,Hydro,2013-01-01,2013.0,2.0,,3.0,,Yes,No,"Black, White, Blue",,500.0,,85 g (3.00 oz),85.0,3.0
Icemobile Rock Bold,Icemobile,Rock Bold,2013-01-01,2013.0,1.8,,3.0,,Yes,No,"Black, White, Red, Blue",,700.0,,46 g (w/out battery) (1.62 oz),46.0,1.62
Icemobile G2,Icemobile,G2,2013-07-01,2013.0,7.0,,15.0,,Yes,Yes,"White, Black",,2800.0,,450 g (0.99 lb),450.0,15.84
Icemobile Gprime Extreme,Icemobile,Gprime Extreme,2013-01-01,2013.0,5.0,,8.0,LED flash,No,"Yes, with A-GPS","Black, White",,1600.0,,125 g (4.41 oz),125.0,4.41
Icemobile G7,Icemobile,G7,2013-04-01,2013.0,7.0,,15.0,,Yes,Yes,"White, Black",,2800.0,,450 g (0.99 lb),450.0,15.84
Icemobile G5,Icemobile,G5,2013-01-01,2013.0,7.0,,2.0,,Yes,Yes,White/Black,,3000.0,,345 g (12.17 oz),345.0,12.17
Icemobile Tropical 3,Icemobile,Tropical 3,2012-11-01,2012.0,1.8,,,,Yes,No,"Black, Red, Blue, Silver, White",,800.0,,-,,
Icemobile Prime Plus,Icemobile,Prime Plus,2012-10-01,2012.0,5.0,,5.0,LED flash,No,"Yes, with A-GPS","Black, White",,2150.0,,135 g (4.76 oz),135.0,4.76
Icemobile Submarine,Icemobile,Submarine,2012-10-01,2012.0,2.0,,3.0,,Yes,No,"Black, Orange, Gray",,1800.0,,135 g (4.76 oz),135.0,4.76
Icemobile Charm,Icemobile,Charm,2012-10-01,2012.0,1.8,,,,Yes,No,"Black, Red, Silver, Blue, Pink",,800.0,,-,,
Icemobile Apollo Touch,Icemobile,Apollo Touch,2012-10-01,2012.0,3.5,,2.0,,Yes,No,"White, Black, Pink, Blue, Green, Red, Yellow",,1200.0,,-,,
