,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Speker,Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Popularity,Rating
66,Apple iPhone XS Max,True,True,True,False,"2018, September 12","Available. Released 2018, September 21",157.5 x 77.4 x 7.7 mm (6.20 x 3.05 x 0.30 in),208 g (7.34 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), stainless steel frame",Nano-SIM + eSIMNano-SIM + Nano-SIM (China),"IP68 dust/water resistant (up to 2m for 30 min)__Apple Pay (Visa, MasterCard, AMEX certified)","Super Retina OLED, HDR10, Dolby Vision, 625 nits (HBM)","6.5 inches, 102.9 cm2 (~84.4% screen-to-body ratio)","1242 x 2688 pixels, 19.5:9 ratio (~458 ppi density)",Scratch-resistant glass,3D Touch,"iOS 12, upgradable to iOS 18.2",Apple A12 Bionic (7 nm),Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS__12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom","Quad-LED dual-tone flash, HDR (photo/panorama)","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.","7 MP, f/2.2, 32mm (standard)__SL 3D, (depth/biometrics sensor)",HDR,"1080p@30/60fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 3174 mAh, non-removable (12.08 Wh)","15W wired, PD2.0, 50% in 30 min (advertised)__Wireless (Qi)",,"Space Gray, Silver, Gold","A1921, A2101, A2102, A2104, iPhone11,6",1.16 W/kg (head) 1.17 W/kg (body) ,0.99 W/kg (head) 0.99 W/kg (body) ,€ 279.00 / $ 236.95 / £ 180.00,__AnTuTu: 353210 (v7)__GeekBench: 11432 (v4.4)__GFXBench: 47fps (ES 3.1 onscreen),Endurance rating 79h,"25,270,769 hits",4.4
67,Apple iPhone XS,True,True,True,False,"2018, September 12","Available. Released 2018, September 21",143.6 x 70.9 x 7.7 mm (5.65 x 2.79 x 0.30 in),177 g (6.24 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), stainless steel frame",Nano-SIM + eSIM,"IP68 dust/water resistant (up to 2m for 30 min)__Apple Pay (Visa, MasterCard, AMEX certified)","Super Retina OLED, HDR10, Dolby Vision, 625 nits (HBM)","5.8 inches, 84.4 cm2 (~82.9% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)",Scratch-resistant glass,3D Touch,"iOS 12, upgradable to iOS 18.2",Apple A12 Bionic (7 nm),Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS__12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom","Quad-LED dual-tone flash, HDR (photo/panorama)","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.","7 MP, f/2.2, 32mm (standard)__SL 3D, (depth/biometrics sensor)",HDR,"1080p@30/60fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 2658 mAh, non-removable (10.13 Wh)","15W wired, PD2.0, 50% in 30 min (advertised)__Wireless (Qi)",,"Space Gray, Silver, Gold","A2097, A1920, A2100, A2098, iPhone11,2",1.19 W/kg (head) 1.18 W/kg (body) ,0.99 W/kg (head) 0.99 W/kg (body) ,€ 219.00 / $ 169.99 / £ 159.00,__AnTuTu: 346379 (v7)__GeekBench: 11472 (v4.4)__GFXBench: 47fps (ES 3.1 onscreen),Endurance rating 72h,"17,918,418 hits",4.3
68,Apple iPhone XR,True,True,True,False,"2018, September 12","Available. Released 2018, October 26",150.9 x 75.7 x 8.3 mm (5.94 x 2.98 x 0.33 in),194 g (6.84 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame (7000 series)",Nano-SIM + eSIMNano-SIM + Nano-SIM (China),"IP67 dust/water resistant (up to 1m for 30 min)__Apple Pay (Visa, MasterCard, AMEX certified)","Liquid Retina IPS LCD, 625 nits (HBM)","6.1 inches, 90.3 cm2 (~79.0% screen-to-body ratio)","828 x 1792 pixels, 19.5:9 ratio (~326 ppi density)",Scratch-resistant glass,,"iOS 12, upgradable to iOS 18.2",Apple A12 Bionic (7 nm),Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),Apple GPU (4-core graphics),No,"64GB 3GB RAM, 128GB 3GB RAM, 256GB 3GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, PDAF, OIS","Quad-LED dual-tone flash, HDR (photo/panorama)","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.","7 MP, f/2.2, 32mm (standard)__SL 3D, (depth/biometrics sensor)",HDR,1080p@60fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 2942 mAh, non-removable (11.16 Wh)","15W wired, PD2.0, 50% in 30 min (advertised)__Wireless (Qi)",,"Black, Red, Yellow, Blue, Coral, White","A2105, A1984, A2107, A2108, A2106, iPhone11,8",1.13 W/kg (head) 1.16 W/kg (body) ,0.99 W/kg (head) 0.99 W/kg (body) ,€ 156.13 / $ 170.94 / £ 156.00,"__AnTuTu: 341196 (v7), 422465 (v8)__GeekBench: 11437 (v4.4), 2690 (v5.1)__GFXBench: 58fps (ES 3.1 onscreen)",Endurance rating 78h,"24,833,157 hits",
69,Apple Watch Series 4,True,True,True,False,"2018, September","Available. Released 2018, September",44 x 38 x 10.7 mm (1.73 x 1.50 x 0.42 in),48 g (1.69 oz),"Glass front (Sapphire crystal), ceramic/sapphire crystal back, stainless steel frame",eSIM,50m water resistant__ECG certified (region dependent SW application; HW available on all models),"Retina LTPO OLED, 1000 nits (peak)",1.78 inches,448 x 368 pixels (~326 ppi density),Sapphire crystal glass,3D Touch display,"watchOS 5.0, upgradable to watchOS 10.6",Apple S4,Dual-core,PowerVR,No,16GB 1GB RAM,No,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,No,"Accelerometer, gyro, heart rate, barometer","Li-Ion 292 mAh (1.12 Wh), non-removable",Wireless,,"Space Black, Silver, Gold","A1975, A1976, A2007, A2008",,,About 700 EUR,,,"1,107,672 hits",
70,Apple Watch Series 4 Aluminum,True,True,True,False,"2018, September","Available. Released 2018, September",44 x 38 x 10.7 mm (1.73 x 1.50 x 0.42 in),36.7 g (1.31 oz),"Glass front, ceramic/sapphire crystal back, aluminum frame",eSIM,50m water resistant__ECG certified (region dependent SW application; HW available on all models),"Retina LTPO OLED, 1000 nits (peak)",1.78 inches,448 x 368 pixels (~326 ppi density),Ion-X strengthened glass,3D Touch display,"watchOS 5.0, upgradable to watchOS 10.6",Apple S4,Dual-core,PowerVR,No,16GB 1GB RAM,No,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,No,"Accelerometer, gyro, heart rate, barometer","Li-Ion 292 mAh (1.12 Wh), non-removable",Wireless,,"Silver, Gold, Space Gray","A1975, A1976, A2007, A2008, A1977, A1978",,,About 430 EUR,,,"402,275 hits",
71,Apple iPad 9.7 (2018),True,True,True,False,"2018, March 27","Available. Released 2018, March 27",240 x 169.5 x 7.5 mm (9.45 x 6.67 x 0.30 in),469 g (Wi-Fi) / 478 g (LTE) (1.05 lb),"Glass front, aluminum back, aluminum frame",Nano-SIM + eSIM,Stylus support (1st gen only),IPS LCD,"9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","Scratch-resistant glass, oleophobic coating",,"iOS 11.3, upgradable to iPadOS 17.6.1",Apple A10 Fusion (16 nm),Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),PowerVR Series7XT Plus (six-core graphics),No,"32GB 2GB RAM, 128GB 2GB RAM","8 MP, f/2.4, 31mm (standard), 1.12µm, AF",HDR,"1080p@30fps, 720p@120fps, HDR, stereo sound rec.","1.2 MP, f/2.2, 31mm (standard)","Face detection, HDR, panorama",720p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, EDR, LE","GPS, GLONASS (Wi-Fi + Cellular model only)",No,No,"Lightning, USB 2.0","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Li-Po 8827 mAh, non-removable (32.9 Wh)",,Up to 10 h (multimedia),"Silver, Gold, Space Gray","A1893, A1954, iPad7,5, iPad7,6",1.18 W/kg (body) ,0.99 W/kg (body) ,About 350 EUR,,,"4,041,524 hits",
72,Apple iPhone X,True,True,True,False,"2017, September 12","Available. Released 2017, November 03",143.6 x 70.9 x 7.7 mm (5.65 x 2.79 x 0.30 in),174 g (6.14 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), stainless steel frame",Nano-SIM,"IP67 dust/water resistant (up to 1m for 30 min)__Apple Pay (Visa, MasterCard, AMEX certified)","Super Retina OLED, HDR10, Dolby Vision, 625 nits (HBM)","5.8 inches, 84.4 cm2 (~82.9% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)",Scratch-resistant glass,3D Touch,"iOS 11.1.1, up to iOS 16.7.7",Apple A11 Bionic (10 nm),Hexa-core 2.39 GHz (2x Monsoon + 4x Mistral),Apple GPU (three-core graphics),No,"64GB 3GB RAM, 256GB 3GB RAM","12 MP, f/1.8, 28mm (wide), 1/3.0"", 1.22µm, dual pixel PDAF, OIS__12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom","Quad-LED dual-tone flash, HDR (photo/panorama), panorama, HDR","4K@24/30/60fps, 1080p@30/60/120/240fps","7 MP, f/2.2, 32mm (standard)__SL 3D, (depth/biometrics sensor)",HDR,1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 2716 mAh, non-removable (10.35 Wh)","15W wired, PD2.0, 50% in 30 min (advertised)__Wireless (Qi)",Up to 21 h (3G),"Space Gray, Silver","A1865, A1901, A1902, A1903, iPhone10,3, iPhone10,6",1.09 W/kg (head) 1.17 W/kg (body) ,,"$ 207.00 / ₹ 63,630",__AnTuTu: 233100 (v7)__GeekBench: 10215 (v4.4)__GFXBench: 28fps (ES 3.1 onscreen),Endurance rating 74h,"37,693,510 hits",4.3
73,Apple iPhone 8 Plus,True,True,True,False,"2017, September 12. Released 2017, September 22",Discontinued,158.4 x 78.1 x 7.5 mm (6.24 x 3.07 x 0.30 in),202 g (7.13 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame",Nano-SIM,"IP67 dust/water resistant (up to 1m for 30 min)__Apple Pay (Visa, MasterCard, AMEX certified)","Retina IPS LCD, 625 nits (typ)","5.5 inches, 83.4 cm2 (~67.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Ion-strengthened glass,3D Touch display & home button,"iOS 11, up to iOS 16.7.7",Apple A11 Bionic (10 nm),Hexa-core (2x Monsoon + 4x Mistral),Apple GPU (three-core graphics),No,"64GB 3GB RAM, 128GB 3GB RAM, 256GB 3GB RAM","12 MP, f/1.8, 28mm (wide), PDAF, OIS__12 MP, f/2.8, 57mm (telephoto), PDAF, 2x optical zoom","Quad-LED dual-tone flash, HDR","4K@24/30/60fps, 1080p@30/60/120/240fps","7 MP, f/2.2, 32mm (standard)","Face detection, HDR",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 2691 mAh, non-removable (10.28 Wh)","15W wired, PD2.0, 50% in 30 min (advertised)__Wireless (Qi)",Up to 21 h (3G),"Gold, Space Gray, Silver, Red","A1864, A1897, A1898, , A1899, iPhone10,2, iPhone10,5",1.19 W/kg (head) 1.19 W/kg (body) ,0.99 W/kg (head) 0.99 W/kg (body) ,About 340 EUR,__GeekBench: 10037 (v4.4),Endurance rating 81h,"26,399,017 hits",4.4
74,Apple iPhone 8,True,True,True,False,"2017, September 12","Available. Released 2017, September 22",138.4 x 67.3 x 7.3 mm (5.45 x 2.65 x 0.29 in),148 g (5.22 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame",Nano-SIM,"IP67 dust/water resistant (up to 1m for 30 min)__Apple Pay (Visa, MasterCard, AMEX certified)","Retina IPS LCD, 625 nits (typ)","4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)",Ion-strengthened glass,3D Touch display & home button,"iOS 11, up to iOS 16.7.7",Apple A11 Bionic (10 nm),Hexa-core (2x Monsoon + 4x Mistral),Apple GPU (three-core graphics),No,"64GB 2GB RAM, 128GB 2GB RAM, 256GB 2GB RAM","12 MP, f/1.8, 28mm (wide), PDAF, OIS","Quad-LED dual-tone flash, HDR","4K@24/30/60fps, 1080p@30/60/120/240fps","7 MP, f/2.2","Face detection, HDR, panorama",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,"Lightning, USB 2.0","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 1821 mAh, non-removable (6.96 Wh)","15W wired, PD2.0, 50% in 30 min (advertised)__Wireless (Qi)",Up to 14 h (3G),"Silver, Space Gray, Gold, Red","A1863, A1905, A1906, A1907, iPhone10,1, iPhone10,4",1.32 W/kg (head) 1.36 W/kg (body) ,1.19 W/kg (head) 1.17 W/kg (body) ,About 210 EUR,__AnTuTu: 237594 (v7)__GeekBench: 10214 (v4.4)__GFXBench: 20fps (ES 3.1 onscreen),Endurance rating 66h,"20,630,324 hits",4.3
75,Apple Watch Edition Series 3,True,True,True,False,"2017, September","Available. Released 2017, September",42.6 x 36.5 x 11.4 mm (1.68 x 1.44 x 0.45 in),46.4 g (1.62 oz),"Glass front (Sapphire crystal), ceramic back, ceramic frame",eSIM,50m water resistant,"Retina OLED, 1000 nits (peak)",1.65 inches,390 x 312 pixels (~303 ppi density),Sapphire crystal glass,3D Touch display,"watchOS 4.0, upgradable to watchOS 8.7",Apple S3,Dual-core,PowerVR,No,16GB 768MB RAM,No,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE","GPS, GLONASS",Yes,No,No,"Accelerometer, gyro, heart rate, barometer","Li-Ion 341 mAh (1.34 Wh), non-removable",Wireless,,"White, Gray","A1860, A1861, A1889, A1891, A1890, A1892",0.35 W/kg (head) 0.18 W/kg (body) ,,About 1450 EUR,,,"353,241 hits",
76,Apple Watch Series 3,True,True,True,False,"2017, September","Available. Released 2017, September",42.5 x 36.4 x 11.4 mm (1.67 x 1.43 x 0.45 in),52.8 g (1.87 oz),"Glass front (Sapphire crystal), ceramic/sapphire crystal back, stainless steel frame",eSIM,50m water resistant,"Retina OLED, 1000 nits (peak)",1.65 inches,390 x 312 pixels (~303 ppi density),Sapphire crystal glass,3D Touch display,"watchOS 4.0, upgradable to watchOS 8.7",Apple S3,Dual-core,PowerVR,No,16GB 768MB RAM,No,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE","GPS, GLONASS",Yes,No,No,"Accelerometer, gyro, heart rate, barometer","Li-Ion 341 mAh (1.34 Wh), non-removable",Wireless,,"Space Black, Silver","A1860, A1861, A1889, A1891, A1890, A1892",0.35 W/kg (head) 0.18 W/kg (body) ,,About 700 EUR,,,"1,211,243 hits",
77,Apple Watch Series 3 Aluminum,True,True,True,False,"2017, September","Available. Released 2017, September",42.5 x 36.4 x 11.4 mm (1.67 x 1.43 x 0.45 in),34.9 g (1.23 oz),"Glass front, ceramic back, aluminum frame",eSIM,50m water resistant,"Retina OLED, 1000 nits (peak)",1.65 inches,390 x 312 pixels (~303 ppi density),Ion-X strengthened glass,3D Touch display,"watchOS 4.0, upgradable to watchOS 8.7",Apple S3,Dual-core,PowerVR,No,"8GB 768MB RAM, 16GB 768MB RAM",No,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE","GPS, GLONASS",Yes,No,No,"Accelerometer, gyro, heart rate, barometer","Li-Ion 341 mAh (1.34 Wh), non-removable",Wireless,,"Silver, Gold, Space Gray","A1860, A1861, A1889, A1891, A1890, A1892, A1858, A1859",0.52 W/kg (head) 0.34 W/kg (body) ,,About 480 EUR,,,"359,006 hits",
78,Apple iPad Pro 12.9 (2017),True,True,True,False,"2017, June","Available. Released 2017, June",305.7 x 220.6 x 6.9 mm (12.04 x 8.69 x 0.27 in),677 g (Wi-Fi) / 692 g (LTE) (1.49 lb),,Nano-SIM + eSIM,Stylus,"IPS LCD, 120Hz","12.9 inches, 515.3 cm2 (~76.4% screen-to-body ratio)","2732 x 2048 pixels, 4:3 ratio (~265 ppi density)","Scratch-resistant glass, oleophobic coating",True-tone,"iOS 10.3.2, upgradable to iPadOS 17.6.1",Apple A10X Fusion (10 nm),Hexa-core 2.38 GHz (3x Hurricane & 3x Zephyr),PowerVR Series 7 (12-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","12 MP, f/1.8, 1/3.0"", PDAF, OIS","Quad-LED dual-tone flash, HDR","4K@30fps, 1080p@30/60fps, 1080p@120fps, 720p@240fps","7 MP, f/2.2, 32mm (standard)","Face detection, HDR, panorama",1080p@30fps,"Yes, with stereo speakers (4 speakers)",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, EDR","GPS, GLONASS (Wi-Fi + Cellular model only)",Yes,No,"Lightning, USB 3.0; magnetic connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Li-Ion 10,891 mAh, non-removable (41 Wh)",,Up to 10 h (multimedia),"Space Gray, Gold, Silver","A1670, A1671, A1821, iPad7,1, iPad7,2",1.19 W/kg (body) ,0.97 W/kg (body) ,About 900 EUR,,,"1,465,675 hits",
79,Apple iPad Pro 10.5 (2017),True,True,True,False,"2017, June","Available. Released 2017, June",250.6 x 174.1 x 6.1 mm (9.87 x 6.85 x 0.24 in),469 g (Wi-Fi) / 477 g (LTE) (1.03 lb),"Glass front, aluminum back, aluminum frame",Nano-SIM + eSIM,Stylus,"IPS LCD, 120Hz","10.5 inches, 341.4 cm2 (~78.3% screen-to-body ratio)","1668 x 2224 pixels, 4:3 ratio (~265 ppi density)","Scratch-resistant glass, oleophobic coating",True-tone,"iOS 10.3.2, upgradable to iPadOS 17.6.1",Apple A10X Fusion (10 nm),Hexa-core 2.38 GHz (3x Hurricane & 3x Zephyr),PowerVR Series 7 (12-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","12 MP, f/1.8, 1/3.0"", PDAF, OIS","Quad-LED dual-tone flash, HDR","4K@30fps, 1080p@30/60fps, 1080p@120fps, 720p@240fps","7 MP, f/2.2, 32mm (standard)","Face detection, HDR, panorama",1080p@30fps,"Yes, with stereo speakers (4 speakers)",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, EDR","GPS, GLONASS (Wi-Fi + Cellular model only)",Yes,No,"Lightning, USB 3.0; magnetic connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Li-Ion 8134 mAh, non-removable (30.8 Wh)",,Up to 10 h (multimedia),"Space Gray, Rose Gold, Gold, Silver","A1701, A1709, A1852, iPad7,3, iPad7,4",1.19 W/kg (body) ,0.93 W/kg (body) ,About 730 EUR,,,"2,705,076 hits",
80,Apple iPad 9.7 (2017),True,True,True,False,"2017, March","Available. Released 2017, March",240 x 169.5 x 7.5 mm (9.45 x 6.67 x 0.30 in),469 g (Wi-Fi) / 478 g (LTE) (1.03 lb),"Glass front, aluminum back, aluminum frame",Nano-SIM + eSIM,,IPS LCD,"9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","Scratch-resistant glass, oleophobic coating",,"iOS 10.3, upgradable to iPadOS 16.7.7",Apple A9 (14 nm),Dual-core 1.84 GHz (Twister),PowerVR GT7600 (six-core graphics),No,"32GB 2GB RAM, 128GB 2GB RAM","8 MP, f/2.4, 31mm (standard), 1.12µm, AF",HDR,"1080p@30fps, 720p@120fps, HDR, stereo sound rec.","1.2 MP, f/2.2, 31mm (standard)","Face detection, HDR, panorama",720p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, EDR, LE","GPS, GLONASS (Wi-Fi + Cellular model only)",No,No,"Lightning, USB 2.0","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Li-Po 8827 mAh, non-removable (32.9 Wh)",,Up to 10 h (multimedia),"Silver, Gold, Space Gray","A1822, A1823, iPad6,11, iPad6,12",1.18 W/kg (body) ,0.99 W/kg (body) ,About 390 EUR,,,"3,367,801 hits",
81,Apple Watch Edition Series 2 42mm,True,False,False,False,"2016, September. Released 2016, December",Discontinued,42.6 x 36.5 x 11.4 mm (1.68 x 1.44 x 0.45 in),45.6 g body (1.62 oz),"Glass front (Sapphire crystal), ceramic back, ceramic frame",No,50m water resistant,"Retina OLED, 1000 nits (peak)",1.65 inches,390 x 312 pixels (~303 ppi density),Sapphire crystal glass,,"watchOS 3.0, upgradable to watchOS 6.2.8",Apple S2 (16 nm),Dual-core 780 MHz Cortex-A7,PowerVR G6200,No,8GB 512MB RAM,No,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, LE","GPS, GLONASS",Yes,No,No,"Accelerometer, gyro, heart rate","Li-Ion 334 mAh (1.27 Wh), non-removable",Wireless,,Sport Band/White,A1817,,,About 1500 EUR,,,"410,141 hits",
82,Apple Watch Edition Series 2 38mm,True,False,False,False,"2016, September. Released 2016, December",Discontinued,39.2 x 34 x 11.8 mm (1.54 x 1.34 x 0.46 in),39.6 g body (1.41 oz),"Glass front (Sapphire crystal), ceramic back, ceramic frame",No,50m water resistant,"Retina OLED, 1000 nits (peak)",1.5 inches,340 x 272 pixels (~290 ppi density),Sapphire crystal glass,3D Touch display,"watchOS 3.0, upgradable to watchOS 6.2.8",Apple S2 (16 nm),Dual-core 780 MHz Cortex-A7,PowerVR G6200,No,8GB 512MB RAM,No,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, LE","GPS, GLONASS",Yes,No,No,"Accelerometer, gyro, heart rate","Li-Ion 273 mAh (1.03 Wh), non-removable",Wireless,,Sport Band/White,A1816,,,About 1450 EUR,,,"195,117 hits",
83,Apple Watch Series 2 42mm,True,False,False,False,"2016, September. Released 2016, December",Discontinued,42.5 x 36.4 x 11.4 mm (1.67 x 1.43 x 0.45 in),52.4 g body (1.83 oz),"Glass front (Sapphire crystal), ceramic/sapphire crystal back, stainless steel frame",No,50m water resistant,"Retina OLED, 1000 nits (peak)",1.65 inches,390 x 312 pixels (~303 ppi density),Sapphire crystal glass,3D Touch display,"watchOS 3.0, upgradable to watchOS 6.2.8",Apple S2 (16 nm),Dual-core 780 MHz Cortex-A7,PowerVR G6200,No,8GB 512MB RAM,No,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, A2DP","GPS, GLONASS",Yes,No,No,"Accelerometer, gyro, heart rate","Li-Ion 334 mAh (1.27 Wh), non-removable",Wireless,,"Sport band: silver case/white, black case/black Leather band: silver case/blue, brown, orange Stainless Steel band: silver case/silver, black case/black",A1758,,,About 700 EUR,,,"679,204 hits",
84,Apple Watch Series 2 38mm,True,False,False,False,"2016, September. Released 2016, December",Discontinued,38.6 x 33.3 x 11.4 mm (1.52 x 1.31 x 0.45 in),41.9 g body (1.48 oz),"Glass front (Sapphire crystal), ceramic/sapphire crystal back, stainless steel frame",No,50m water resistant,"Retina OLED, 1000 nits (peak)",1.5 inches,340 x 272 pixels (~290 ppi density),Sapphire crystal glass,3D Touch display,"watchOS 3.0, upgradable to watchOS 6.2.8",Apple S2 (16 nm),Dual-core 780 MHz Cortex-A7,PowerVR G6200,No,8GB 512MB RAM,No,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, A2DP","GPS, GLONASS",Yes,No,No,"Accelerometer, gyro, heart rate","Li-Ion 273 mAh (1.03 Wh), non-removable",Wireless,,"Sport band: silver case/white, black case/blackLeather band: silver case/blue, brown, gray, red Stainless Steel band: silver case/silver, black case/black",A1757,,,About 650 EUR,,,"270,130 hits",
85,Apple Watch Series 2 Aluminum 42mm,True,False,False,False,"2016, September. Released 2016, December",Discontinued,42.5 x 36.4 x 11.4 mm (1.67 x 1.43 x 0.45 in),34.2 g body (1.20 oz),"Glass front, ceramic back, aluminum frame",No,50m water resistant,"Retina OLED, 1000 nits (peak)",1.65 inches,390 x 312 pixels (~303 ppi density),Ion-X strengthened glass,3D Touch display,"watchOS 3.0, upgradable to watchOS 6.2.8",Apple S2 (16 nm),Dual-core 780 MHz Cortex-A7,PowerVR G6200,No,8GB 512MB RAM,No,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, A2DP","GPS, GLONASS",Yes,No,No,"Accelerometer, gyro, heart rate","Li-Ion 334 mAh (1.27 Wh), non-removable",Wireless,,"Case colors: silver, gold, rose gold, gray Band colors: gray, white, blue, brown, orange, black Band types: sport, woven nylon",A1758,,,About 450 EUR,,,"257,308 hits",
